grid_id,total_trips,sum_of_passengers,sum_of_costs,sum_of_tips,count_of_payment_by_card,count_of_payment_by_cash,sum_of_duration_in_seconds,grid_index
AM-151,1,1,23.3,0,0,0,86,8
BB-151,1,1,204.85,10,1,0,35,13
BN-151,1,5,16.8,3,1,0,759,17
BO-151,6,6,98.78,9.98,3,3,7062,18
BP-151,13,20,183.51,18.11,7,6,94293,19
BQ-151,6,6,77.56,2.26,3,3,5045,20
AB-150,1,1,100.8,0,1,0,3798,26
AF-150,3,5,558.6,28,2,0,74,28
AN-150,1,1,0.31,0,0,1,111,29
AZ-150,1,1,171.3,0,0,1,76,30
BE-150,1,1,10.8,0,0,1,741,31
BH-150,1,1,3.3,0,0,0,3,33
AF-149,25,25,401.71,34.71,14,11,16777,41
AG-149,109,185,1395.04,160.33,74,35,81952,42
AO-149,1,1,70.01,11.67,1,0,2142,47
AZ-149,1,2,11.76,1.96,1,0,551,50
BE-149,1,6,12.36,2.06,1,0,611,51
CD-149,1,1,13.8,0,0,1,940,52
CE-149,1,1,15.3,0,0,1,854,53
A-148,6,6,237.3,3,1,0,2695,54
J-148,1,2,220.3,0,0,1,107,56
AF-148,15,15,165.34,13.34,9,6,10362,61
AG-148,2,2,8.6,0,0,0,74,62
AY-148,1,1,7.8,0,0,1,546,65
CD-148,1,1,28.84,0,0,1,1138,66
D-147,1,1,10.3,0,0,0,428,70
K-147,1,1,3.3,0,0,1,4,71
N-147,1,1,0.31,0,0,1,706,74
O-147,3,6,192.42,2.02,2,1,1324,75
AF-147,1,2,0.3,0,0,1,226,78
AI-147,1,1,200.3,0,1,0,24,80
CD-147,2,2,26.52,4.42,2,0,979,84
L-146,1,1,84.35,14.05,1,0,26,89
AA-146,1,1,62.8,0,0,1,2080,94
AH-146,1,1,200.3,0,1,0,31,99
CB-146,1,1,8.16,1.36,1,0,204,101
CC-146,1,1,14.3,0,0,1,1087,102
CD-146,2,2,11.6,0,0,2,452,103
M-145,2,5,300.6,20,2,0,74,104
Y-145,2,2,220.8,147.2,1,1,53,106
AG-145,1,1,187.8,0,1,0,1801,111
CB-145,1,2,6.3,0,0,1,321,114
CC-145,3,4,25.56,2.16,1,2,1134,115
O-144,1,4,226.8,15,1,0,40,121
AD-144,1,1,300.3,0,1,0,436,124
AH-144,1,5,27.96,4.66,1,0,1545,127
CE-144,1,1,17.3,0,0,1,1248,130
C-143,1,1,208.8,15,1,0,4,132
M-143,8,8,1158.38,97.06,7,0,590,136
AE-143,1,1,52.8,0,0,1,25,137
AH-143,1,1,212.3,0,0,1,387,138
AJ-143,1,1,189.3,35,1,0,40,140
H-142,1,1,170.3,0,0,1,71,144
K-142,1,1,90.3,10,1,0,69,146
M-142,1,2,246.3,60,1,0,31,148
AE-142,1,1,100.3,0,0,1,936,149
H-141,2,3,272.64,25,1,0,153,156
A-140,1,1,73.3,0,0,1,273,165
F-140,2,2,348.6,0,1,1,578,167
G-140,30,38,3535.58,254.25,17,11,2374,168
H-140,5,5,943.89,282.35,4,0,309,169
L-140,1,1,135.3,5,1,0,24,171
N-140,1,6,12.96,2.16,1,0,717,172
P-140,1,1,94.3,0,0,1,3143,174
D-139,1,1,14.3,0,0,1,1151,182
F-139,1,1,215.3,0,0,1,47,184
G-139,2,2,330.1,0,2,0,89,185
J-139,1,1,205.3,27,1,0,30,187
AQ-139,1,1,80.18,0,1,0,36,204
C-138,1,1,8.3,0,0,0,284,208
N-138,1,1,5.3,0,0,1,200,215
W-138,1,1,220.3,30,1,0,47,221
I-137,1,2,190.3,0,1,0,71,232
U-137,1,1,0.3,0,0,1,304,241
Y-137,2,2,185.6,0,1,1,113,243
AI-137,1,1,150.36,25.06,1,0,3816,247
AJ-137,1,1,95.3,0,0,1,363,248
AK-137,2,2,261.1,0,1,1,1922,249
AL-137,5,5,377.38,125.8,3,2,186,250
AN-137,1,1,3.8,0,0,0,3,252
AQ-137,1,1,31.8,0,0,1,3026,255
D-136,1,1,130.8,0,1,0,14,259
R-136,1,1,164.8,0,1,0,163,265
S-136,2,2,0,0,0,1,1766,266
AF-136,15,26,243.67,20.63,8,7,12165,271
AL-136,1,1,32.76,5.46,1,0,863,273
AP-136,1,1,120.3,0,1,0,67,275
AU-136,1,1,22.8,10,1,0,663,279
M-135,1,4,204.8,10,1,0,64,290
P-135,3,4,499.28,0,2,1,97,293
Y-135,8,18,1254.79,2.01,5,0,446,297
AB-135,1,1,215.3,0,0,1,62,300
AF-135,1,1,249.59,0,1,0,79,303
AG-135,107,134,1858.74,178.94,75,32,110274,304
AM-135,2,2,171.3,17.2,2,0,32,307
AQ-135,1,1,4.8,0,0,1,64,310
K-134,1,2,260.3,30,1,0,76,325
Q-134,2,2,309.26,36.41,2,0,45,330
U-134,2,2,184.1,10,1,0,68,334
Y-134,1,2,0.31,0,0,0,210,338
Z-134,1,1,0.31,0,0,0,177,339
AC-134,1,1,3.8,0,0,0,17,341
AF-134,1,2,212.21,35.37,1,0,3622,344
AG-134,1,1,232.98,38.8,1,0,46,345
AJ-134,1,1,19.3,0,0,1,227,347
AM-134,1,1,52.8,0,0,1,38,349
AP-134,1,3,521,104.2,1,0,13070,350
AQ-134,8,10,189.63,8.69,4,4,9465,351
AR-134,1,0,12.81,0,0,1,645,352
AS-134,1,1,122.55,28.25,1,0,2583,353
AV-134,1,5,130.56,21.76,1,0,85584,356
AY-134,1,5,9.96,1.66,1,0,363,359
BD-134,1,1,3.8,0,0,1,3,364
L-133,1,1,240.3,0,1,0,35,369
M-133,2,2,285.6,5,1,0,469,370
T-133,1,1,162.35,27.05,1,0,70,376
AG-133,1,1,118.8,0,0,1,2687,387
AO-133,5,30,49.66,7.16,4,1,2115,389
AS-133,1,1,11.8,0,0,1,505,392
AU-133,1,2,142.8,15,1,0,258,394
AX-133,1,1,22.8,0,0,1,1201,397
BC-133,1,1,86.02,14.3,1,0,41,402
G-132,1,1,210.8,0,0,0,39,404
H-132,1,1,0.3,0,0,0,25,405
M-132,1,1,200.3,0,0,1,41,408
T-132,1,1,260.3,10,1,0,119,414
AF-132,9,10,1100.04,150.34,5,2,1582,424
AX-132,1,1,130.3,0,1,0,57,435
BD-132,1,1,8.3,3,1,0,141,441
BE-132,2,2,25.6,0,0,2,1079,442
BF-132,1,1,25.22,10,1,0,36,443
O-131,1,1,280.3,10,1,0,39,451
P-131,2,7,302.8,40.4,2,0,1802,452
U-131,2,2,150.3,7.7,1,0,112,456
V-131,1,3,140.3,10,1,0,48,457
AA-131,2,2,17.6,10,1,1,9,461
AD-131,1,1,12.74,2.94,1,0,611,464
AE-131,2,3,199.11,39.75,1,0,579,465
AG-131,1,1,12.81,0,0,1,13903,467
AH-131,1,1,70.8,0,0,1,3107,468
AT-131,1,2,19.8,0,0,1,985,471
AZ-131,1,1,9.36,1.56,1,0,324,477
BF-131,2,2,61.1,0,0,2,2817,483
CO-131,1,1,10.14,2.34,1,0,443,485
D-130,1,4,260.3,10,1,0,29,486
G-130,1,1,0.3,0,0,0,27,488
L-130,3,3,376.95,44.05,2,1,148,490
O-130,2,5,438.35,34,2,0,790,492
U-130,2,2,179.6,0,1,1,63,496
AA-130,1,4,8.16,1.36,1,0,347,501
AB-130,1,2,160.3,2,1,0,48,502
AF-130,1,2,170.3,10,1,0,33,506
AG-130,2,5,425.6,0,2,0,64,507
AQ-130,1,1,68.88,0,1,0,1518,511
AS-130,2,3,46.1,0,0,2,1367,513
AT-130,2,6,52.94,9.84,1,1,1947,514
AY-130,1,1,90.3,0,0,1,22,519
AZ-130,1,1,78.35,18.05,1,0,43,520
BA-130,2,6,21.6,0,0,2,866,521
BD-130,1,1,52.8,0,1,0,6,524
BE-130,2,2,59.84,13.74,2,0,2091,525
BF-130,1,1,9.49,2.19,1,0,366,526
G-129,1,1,0.3,0,0,0,17,529
I-129,1,1,4.8,0,0,1,75,530
O-129,1,4,0.3,0,0,0,179,536
AD-129,2,1,132.48,10,1,0,86,546
AF-129,1,2,192.35,32.05,1,0,36,548
AG-129,1,2,150.3,0,0,1,73,549
AI-129,1,1,12.96,2.16,1,0,612,551
AW-129,5,5,353.55,9.05,2,0,1765,560
AY-129,4,10,278.7,0,1,3,1245,562
BB-129,1,1,27.8,0,0,1,1497,565
BC-129,1,1,16.3,0,0,1,839,566
BD-129,1,1,16.6,3.8,1,0,699,567
BF-129,1,1,75.8,5.5,1,0,77,569
BH-129,1,1,25.56,4.26,1,0,981,571
BL-129,1,1,15.96,2.66,1,0,1099,573
CP-129,1,1,11.3,0,0,1,395,574
CR-129,2,2,15.6,1.5,1,1,648,576
CT-129,1,1,64.8,0,0,1,2576,577
I-128,1,1,250,2.7,1,0,92,582
L-128,8,16,119.04,6.14,3,5,8103,585
Q-128,1,2,220.3,0,0,0,47,588
V-128,1,3,200.3,5,1,0,31,591
W-128,1,1,223.38,10,1,0,81,592
X-128,6,6,572.55,2.25,6,0,810,593
AB-128,1,1,32.3,0,0,1,663,595
AC-128,5,9,915.38,79,5,0,206,596
AD-128,2,2,162.6,12,1,0,125,597
AE-128,1,2,140.3,0,0,1,121,598
AK-128,1,1,170.8,0,1,0,3051,604
AL-128,1,1,18.3,0,0,1,0,605
AU-128,1,1,15.3,10,1,0,126,608
AV-128,2,5,27.99,1.89,1,1,1831,609
AW-128,1,1,22.3,0,0,1,701,610
AZ-128,1,1,99.85,19.97,1,0,2564,612
BB-128,1,1,17.8,0,0,1,856,614
BC-128,1,1,84.34,0,0,1,5463,615
BE-128,2,2,0,0,0,1,766,617
BF-128,1,1,8.3,0,0,1,387,618
BI-128,1,1,8.8,0,0,1,285,621
BJ-128,1,1,9.8,0,0,1,416,622
BK-128,1,1,97.38,1,1,0,129,623
BL-128,2,3,13.6,1,1,0,682,624
CO-128,1,1,5.8,0,0,1,314,625
CP-128,1,1,7.8,0,0,1,320,626
CQ-128,2,2,163.68,0,0,1,2408,627
CR-128,2,2,68.13,9.95,1,1,2321,628
CT-128,2,2,16.6,0,0,2,776,630
D-127,1,2,249.1,0,0,0,72,633
Q-127,3,3,279.4,5,2,0,44,635
Y-127,2,2,430.35,30,2,0,111,639
Z-127,2,3,277.96,30.86,2,0,146,640
AA-127,8,9,1269.08,117.05,7,1,461,641
AD-127,4,6,412.24,45,1,2,753,644
AF-127,2,5,96.85,0,1,1,3567,646
AJ-127,1,2,153.3,10,1,0,26,649
AM-127,1,1,15.8,0,0,1,557,651
AS-127,1,1,21.63,4.33,1,0,1005,653
AV-127,1,2,13.3,0,0,1,853,654
AX-127,2,2,25.6,0,0,2,1093,656
AY-127,2,2,23.51,3.91,2,0,702,657
AZ-127,1,1,89.8,0,1,0,2287,658
BA-127,2,4,162.6,13,2,0,2918,659
BB-127,1,1,90.3,0,1,0,38,660
BD-127,1,2,31.8,0,0,0,2623,662
BG-127,1,1,139.86,23.31,1,0,2473,665
BI-127,2,3,44.1,0,0,2,2344,667
BJ-127,5,5,105.9,14.9,5,0,4540,668
BK-127,6,7,316.08,21.58,2,4,16323,669
BL-127,3,4,108.23,0,3,0,4435,670
BM-127,1,1,22.3,0,0,1,1248,671
CS-127,9,13,427.98,261.66,4,5,5527,674
CX-127,2,2,38.56,4.38,2,0,1680,679
CZ-127,2,3,109.94,11.68,1,1,5309,680
G-126,1,2,205.3,5,1,0,42,682
H-126,1,1,160.3,0,1,0,33,683
L-126,1,1,206.3,0,1,0,33,685
T-126,1,1,181.3,0,1,0,100,691
X-126,3,5,390.1,10,3,0,120,694
AA-126,18,25,2047.5,95.8,9,5,976,697
AB-126,1,1,196.3,0,1,0,69,698
AF-126,1,1,4.3,0,0,0,33,702
AR-126,3,3,432.3,70.4,2,1,5046,709
BE-126,1,1,11.3,0,0,1,422,712
BG-126,1,1,15.3,0,0,1,793,714
BK-126,5,7,60,0,0,5,2190,718
BL-126,4,4,50.26,4.56,1,2,1943,719
BN-126,1,2,25.3,3,1,0,1167,721
CD-126,2,2,35.46,2.86,1,1,1939,723
CF-126,12,13,198.1,25.5,7,5,95946,724
CH-126,15,19,219.24,27.74,12,3,13216,725
CW-126,9,12,189.1,29.82,6,3,8932,728
CX-126,1,2,8.38,0,1,0,123,729
CY-126,3,7,81.99,3.05,1,2,3538,730
DA-126,2,6,28.19,6.09,2,0,985,732
DB-126,3,3,51.7,7.92,2,0,3112,733
DD-126,2,4,81.09,5.49,1,1,5235,734
S-125,1,3,228.3,20,1,0,65,744
X-125,1,1,211.55,35.25,1,0,39,748
Y-125,1,1,180.3,0,0,1,408,749
Z-125,1,1,250.3,0,0,0,139,750
AA-125,1,3,0.3,0,0,0,252,751
AC-125,2,2,219.1,10,1,0,37,753
AF-125,3,3,33.1,1.95,1,2,1407,755
AH-125,1,1,220.3,11,1,0,81,757
AK-125,1,1,0.31,0,0,1,1080,760
AR-125,1,1,0.31,0,0,1,1994,765
AS-125,2,2,149.6,5,1,1,129,766
AX-125,1,1,7.1,0.8,1,0,283,767
BE-125,1,1,19.3,1,1,0,848,769
BG-125,2,2,49.96,6.36,1,1,2488,771
BH-125,1,3,12.3,1,1,0,694,772
BJ-125,2,2,84.48,0,1,1,135,774
BL-125,2,2,19.42,2.82,1,1,1052,776
BM-125,1,1,120.3,0,1,0,30,777
BN-125,4,9,189.55,27.77,2,2,5401,778
BO-125,8,16,298.42,28.44,2,1,7135,779
BP-125,3,7,122.98,0,0,3,5670,780
CC-125,5,6,101.01,0.01,1,4,4808,782
CD-125,47,98,1083.87,69.67,7,36,40859,783
CE-125,44,87,1092.63,117.53,18,23,47777,784
CF-125,116,170,3339.02,353.96,51,57,153851,785
CG-125,35,43,890.22,79.14,19,15,42978,786
CH-125,151,286,4493.96,277.77,59,90,294986,787
CI-125,33,39,474,41.1,17,16,26522,788
CJ-125,111,161,2255.61,168.69,45,66,280439,789
CK-125,13,13,126.12,13.72,10,3,6798,790
CL-125,27,38,532.06,51.88,17,8,27599,791
CM-125,5,5,83.56,5.56,3,2,4979,792
CP-125,1,1,16.3,2,1,0,979,794
CS-125,1,1,19.8,0,0,1,1540,797
DB-125,3,8,139.18,0,1,2,5918,801
DC-125,2,2,46.68,0,0,1,1569,802
DD-125,4,5,24.7,0,1,3,727,803
DE-125,1,2,57.25,11.45,1,0,1861,804
DF-125,1,1,16.3,0,0,1,632,805
U-124,1,1,258.3,0,0,1,32,809
AA-124,1,1,11.8,0,0,1,891,814
AC-124,1,1,9.96,1.66,1,0,460,816
AG-124,2,3,237.05,10,1,1,819,819
AH-124,1,1,0.3,0,0,1,128,820
AL-124,1,1,212.8,15,1,0,181,823
AP-124,3,3,128.45,20.05,1,0,121,825
AR-124,12,12,316.82,23.22,10,2,17278,827
AT-124,2,3,32.2,1.1,1,1,2062,829
AY-124,10,14,138.44,14.4,5,5,7206,831
BB-124,6,11,464.98,51.4,4,2,15596,832
BD-124,2,2,97.22,0,1,1,29,834
BI-124,2,6,98.64,0,0,2,5994,837
BK-124,1,1,76.38,5,1,0,51,839
BL-124,2,3,27.89,2.79,1,1,1085,840
BM-124,5,5,135.29,26.21,3,2,3542,841
BN-124,7,15,204.08,20.98,5,1,8809,842
BO-124,4,14,74.7,3.5,3,1,1296,843
BQ-124,2,2,10.11,0,0,2,737,845
BR-124,3,3,98.98,18.08,2,0,510,846
CB-124,1,1,5.8,0,0,1,265,847
CC-124,5,7,89.85,8.85,2,3,4326,848
CD-124,31,54,1242.58,144.42,18,11,40441,849
CE-124,32,53,846.56,61.48,15,16,33899,850
CF-124,12,15,312.47,19.37,6,6,15369,851
CG-124,142,238,4244.69,377.53,64,71,209324,852
CH-124,45,83,1064.81,142.63,18,26,46189,853
CI-124,60,108,1327.9,115.96,23,34,66396,854
CJ-124,137,230,3125.41,279.25,45,85,232024,855
CK-124,251,433,6045.98,428.66,90,154,262699,856
CL-124,75,132,1383.27,121.24,32,38,62929,857
CM-124,12,16,243.66,12.56,3,9,9504,858
CN-124,22,22,343.8,40.7,14,8,19132,859
CO-124,22,34,487.13,45.05,12,9,22939,860
CP-124,1,1,47.76,7.96,1,0,1472,861
CU-124,1,1,12.96,2.16,1,0,651,863
CW-124,3,4,628.78,102.6,1,2,22112,864
CX-124,1,1,5.3,0,0,1,129,865
DA-124,3,3,103.53,15.05,2,1,2937,866
DB-124,5,6,279.5,0,4,0,1353,867
DC-124,1,1,6.3,0,0,1,209,868
DD-124,10,19,658.43,15.49,6,4,9511,869
DE-124,15,20,387.65,9.79,6,9,11602,870
DF-124,18,22,772.76,102.22,8,8,48694,871
DG-124,1,1,15.38,0,0,1,810,872
DH-124,1,2,9.3,0,0,1,443,873
T-123,1,4,270.3,0,1,0,138,879
AE-123,1,1,120.3,5,1,0,43,888
AO-123,1,1,0.3,0,0,1,582,894
AR-123,21,21,269.78,15.86,9,11,16338,897
AS-123,2,3,9.15,0,0,2,386,898
AT-123,2,2,0.62,0,0,2,5884,899
AX-123,6,14,406.36,99.23,4,2,10315,901
BB-123,9,21,548.8,20.19,5,3,10882,902
BC-123,1,1,79.61,13.27,1,0,2447,903
BF-123,1,1,22.3,0,0,1,764,906
BK-123,2,2,10.6,0,0,2,138,909
BN-123,4,7,208.31,27.11,2,2,11249,912
BO-123,3,3,49.99,6.59,2,1,2013,913
BP-123,5,10,187.54,13,1,4,9182,914
BQ-123,1,1,5.3,0,0,1,108,915
BR-123,4,6,121.05,1.35,1,3,550,916
CE-123,4,4,47.12,4.42,2,2,3029,919
CF-123,58,88,2172.39,177.64,19,35,161920,920
CG-123,140,227,2625.93,230.19,40,99,150901,921
CH-123,2,2,20.8,1.2,1,1,1255,922
CI-123,62,115,2422.46,207.06,24,36,72461,923
CJ-123,193,336,4033.5,287.45,53,131,162934,924
CK-123,296,626,6024.23,568.02,124,165,255707,925
CL-123,187,319,4258.39,318.27,79,106,162417,926
CM-123,136,215,3261.55,402.91,44,90,207631,927
CN-123,84,144,2765.72,261.6,35,47,112954,928
CO-123,72,115,1523.65,133.95,24,47,68148,929
CP-123,179,319,5554.78,607.08,87,86,442004,930
CQ-123,22,38,1156.63,85.93,8,10,28514,931
CR-123,31,65,1422.35,97.14,17,14,40916,932
CS-123,10,20,406.54,102.92,6,3,15082,933
CT-123,1,1,32.8,0,0,1,870,934
CV-123,3,3,117.96,30.56,2,0,4053,935
CW-123,1,1,22.8,0,0,1,1034,936
CX-123,9,15,120.8,15.1,7,2,6783,937
CY-123,2,6,37.3,6.7,2,0,1805,938
CZ-123,2,2,42.86,4.26,1,1,1798,939
DE-123,4,10,87.78,10,1,2,2449,942
DG-123,7,16,174.68,0,2,3,7054,943
DH-123,10,14,457.61,40.63,4,6,16553,944
DI-123,17,30,419.32,35.24,7,10,22188,945
DJ-123,17,28,488,62.58,8,9,25166,946
DL-123,3,3,65.7,3.56,1,2,2613,947
DX-123,1,1,15.96,2.66,1,0,572,950
DZ-123,1,1,27.3,0,0,1,1006,951
EB-123,4,4,159.2,0,2,2,138,952
ED-123,6,7,277.35,24.55,1,5,7454,954
EF-123,5,5,433.4,41.1,4,0,188,956
EG-123,1,1,0.3,0,0,0,80,957
EH-123,4,6,210.45,46.75,3,1,1660,958
EI-123,6,6,512.84,192.9,5,1,334,959
EJ-123,5,5,153,50,2,3,1038,960
EK-123,8,11,671.49,67.05,5,3,5745,961
EL-123,1,1,130.3,0,0,1,17,962
EM-123,1,1,140.3,18,1,0,22,963
EN-123,1,3,141.3,0,0,0,32,964
D-122,1,1,135.3,0,1,0,46,969
P-122,2,3,27.54,4.44,2,0,1365,973
X-122,1,2,130.3,5,1,0,43,980
AB-122,1,2,81.3,0,1,0,2773,983
AG-122,3,3,646.5,35.1,2,1,235,984
AH-122,3,7,302.2,5,1,1,117,985
AJ-122,4,4,504.28,25,3,0,166,986
AP-122,3,3,356.42,41.02,3,0,5795,991
AQ-122,14,15,188.46,24.26,10,4,11390,992
AR-122,27,44,356.36,45.72,17,9,17131,993
AS-122,1,1,117.3,0,1,0,78,994
AX-122,1,1,61.38,0,1,0,1557,997
BB-122,2,2,172.55,19.25,2,0,7373,999
BC-122,6,10,56.52,4.72,3,3,2623,1000
BD-122,1,6,36.3,5,1,0,2920,1001
BE-122,3,3,179.61,13.17,3,0,3557,1002
BL-122,1,1,14.3,0,0,1,1239,1007
BM-122,8,11,258.72,35.64,3,3,9062,1008
BN-122,5,5,106.62,29.12,3,2,3340,1009
BO-122,8,13,278.25,23.73,4,4,9765,1010
BP-122,2,2,37.92,4.82,1,1,1776,1011
BR-122,3,3,122.25,16.31,2,1,4798,1013
BS-122,17,22,405.09,49.91,11,6,15155,1014
CE-122,13,34,355.98,43,3,8,8606,1016
CF-122,26,52,753.08,72.66,12,13,102585,1017
CG-122,38,51,781.89,67.87,22,15,31719,1018
CH-122,67,128,1732.9,94.66,38,25,69321,1019
CI-122,52,104,1214.28,86.74,18,30,43336,1020
CJ-122,83,149,2401.03,355.96,40,41,103090,1021
CK-122,193,420,3413.09,185.51,53,137,241089,1022
CL-122,40,46,739.51,83.93,22,17,30560,1023
CM-122,85,141,1335.96,93.86,33,50,61732,1024
CN-122,46,77,1082.98,68.64,17,27,38556,1025
CO-122,48,82,1007.13,93.61,14,31,42191,1026
CP-122,12,24,226.16,20.56,6,6,93919,1027
CQ-122,3,4,73.65,9.25,2,1,2966,1028
CR-122,2,7,46.49,8.81,2,0,1920,1029
CS-122,17,25,580.13,67.83,9,6,19667,1030
CT-122,37,49,2910.67,213.59,18,17,78485,1031
CU-122,14,25,450.1,33.74,7,7,25962,1032
CV-122,2,2,166.94,14.8,1,1,8809,1033
CX-122,1,2,6.8,0,0,1,295,1035
CY-122,1,1,13.3,0,0,1,1090,1036
DB-122,1,1,70,11.66,1,0,3419,1037
DD-122,1,1,8.8,0,0,1,460,1038
DF-122,1,1,41.8,6.96,1,0,1607,1039
DI-122,32,59,1862.3,249.1,16,14,78557,1041
DJ-122,13,21,1930.76,237.89,8,5,45997,1042
DK-122,16,18,635.75,76.73,11,4,25851,1043
DL-122,33,58,4224.61,638.29,19,10,136380,1044
DM-122,5,6,458.2,20.5,4,1,30717,1045
DN-122,24,40,1746.11,195.89,17,6,52990,1046
DP-122,1,1,58.34,0,0,1,2901,1047
DR-122,2,3,26.06,1.46,1,1,1448,1048
DT-122,1,1,8.8,0,0,1,371,1049
DW-122,2,2,212.6,7,1,1,1211,1052
DY-122,3,6,74.56,1.66,1,2,940,1054
DZ-122,1,1,58.34,0,1,0,3199,1055
EA-122,2,2,80.1,36,2,0,1330,1056
EB-122,1,1,106.55,17.75,1,0,53,1057
EC-122,5,7,489,35.11,3,2,2972,1058
EE-122,3,3,229.95,23.05,2,1,1902,1060
EF-122,2,2,99.6,0,1,1,1716,1061
EG-122,2,3,231.15,0.05,1,1,1056,1062
EH-122,1,1,56.9,13.1,1,0,3762,1063
EI-122,4,5,271.6,30,2,1,233,1064
EJ-122,1,2,120.35,20.05,1,0,62,1065
EK-122,1,1,26.65,6.15,1,0,39,1066
EL-122,1,1,165.3,10,1,0,45,1067
EN-122,1,1,168.35,28.05,1,0,62,1069
EO-122,1,1,82.52,2.22,1,0,2,1070
ES-122,1,1,17.3,0,0,1,1171,1074
ET-122,1,1,5.76,0.96,1,0,182,1075
P-121,1,1,196.85,32.8,1,0,47,1083
AG-121,1,1,55.3,6,1,0,2755,1094
AJ-121,2,6,12.79,2.19,1,0,455,1096
AL-121,4,4,289.2,2,2,0,1974,1097
AN-121,1,1,4.3,0,0,0,84,1098
AO-121,5,5,220.5,81,2,2,113,1099
AP-121,2,2,101.6,100,1,1,278,1100
AQ-121,14,26,354.11,32.32,8,6,12498,1101
AX-121,2,2,149.9,0,1,1,1245,1103
BB-121,2,2,84.78,16.1,1,1,2455,1106
BC-121,3,4,57.35,7.45,1,2,2327,1107
BF-121,1,5,16.8,0,0,1,878,1110
BJ-121,1,1,9.36,1.56,1,0,490,1114
BL-121,2,2,47.74,8.64,1,1,2096,1116
BN-121,4,4,383.47,101.14,2,1,3796,1118
BO-121,2,2,76.18,1,1,1,3415,1119
BP-121,10,13,232.35,13.73,3,6,8537,1120
BQ-121,19,26,882.61,74.25,11,7,34650,1121
BR-121,5,6,91.56,2.56,2,3,3880,1122
BS-121,12,15,628.55,18.45,6,6,8296,1123
BT-121,3,4,82.4,50,1,2,1263,1124
CD-121,136,233,3873.81,290.76,45,84,145327,1125
CE-121,59,114,1447.04,194.11,23,34,54111,1126
CF-121,31,52,520.07,34.53,8,21,19140,1127
CG-121,52,104,1233.84,91.71,25,25,58530,1128
CH-121,145,203,2292.01,231.89,77,67,119182,1129
CI-121,36,80,786.88,51.04,16,18,34855,1130
CJ-121,79,134,1569.35,201.79,39,38,64277,1131
CK-121,133,266,2811.75,224.29,56,76,110517,1132
CL-121,94,149,1957.52,222.54,52,39,95227,1133
CM-121,99,145,1977.36,248.4,55,43,90671,1134
CN-121,83,158,1897.38,188.59,40,41,97658,1135
CO-121,90,165,2920.89,316.23,63,26,146542,1136
CP-121,22,45,624.71,82.11,10,10,21606,1137
CT-121,42,67,2576.07,306.01,24,14,75157,1139
CU-121,4,9,79.2,0,1,3,4208,1140
CX-121,2,2,90.09,14.45,1,1,2454,1142
CZ-121,1,1,12.96,2.16,1,0,841,1143
DG-121,1,1,66.4,11.06,1,0,2903,1144
DH-121,7,11,323.4,2.6,1,6,17545,1145
DI-121,4,6,284.24,25.6,1,2,12555,1146
DL-121,51,82,5416.65,706.85,37,7,133288,1147
DM-121,41,63,3247.42,496.52,23,15,164287,1148
DN-121,64,95,4757.67,360.41,38,19,126645,1149
DO-121,54,90,5021.1,594.55,34,14,222223,1150
DP-121,45,62,3742.77,661.9,33,6,258000,1151
DQ-121,17,43,1525.2,262.4,10,5,40786,1152
DR-121,15,21,1015.76,156.72,9,5,38830,1153
DS-121,10,15,200.05,20.04,4,6,10145,1154
DT-121,15,20,702.9,106.32,8,7,33324,1155
DU-121,2,6,48.6,0,0,1,1311,1156
DV-121,11,22,372.4,28.86,5,6,25322,1157
DW-121,2,4,151.24,16.14,1,0,10877,1158
DY-121,1,1,33.36,5.56,1,0,2073,1159
DZ-121,1,1,9.95,1.65,1,0,349,1160
EG-121,1,1,68.64,15.84,1,0,2341,1161
FD-121,1,1,52.8,0,0,1,2512,1171
FL-121,1,1,96.3,20,1,0,4264,1175
O-120,1,4,6.3,0,0,1,300,1178
P-120,3,4,211.9,5,1,1,2107,1179
T-120,1,1,248.8,10,1,0,64,1183
AA-120,2,2,306.1,20,1,0,72,1186
AE-120,1,2,8.3,0,0,1,439,1189
AI-120,1,1,0.3,0,0,1,40,1193
AJ-120,1,3,100.3,0,0,0,32,1194
AK-120,5,5,115.32,17.57,4,1,2660,1195
AQ-120,4,8,222.7,0,2,2,499,1199
AZ-120,1,1,121.1,24.22,1,0,2883,1202
BD-120,1,3,13.3,0,0,1,958,1205
BH-120,1,1,499.05,112,1,0,2145,1209
BJ-120,1,3,82.05,0,0,1,1936,1211
BL-120,2,6,25.48,3.88,2,0,1571,1213
BN-120,4,5,121.2,0,1,3,2371,1215
BO-120,2,2,40.6,0,1,1,1369,1216
BP-120,3,4,35.4,0,1,2,1613,1217
BQ-120,13,18,241.21,8.31,5,8,10800,1218
BR-120,4,5,180.09,23.89,2,2,2617,1219
BS-120,21,34,413.54,0,1,19,15730,1220
BT-120,78,178,1964.93,101.65,37,41,54626,1221
BZ-120,1,3,11.3,1,1,0,512,1223
CB-120,24,36,955.45,96.09,11,11,23469,1224
CC-120,20,28,830.14,33.78,5,11,31704,1225
CD-120,114,163,3002.56,324.66,31,73,191858,1226
CE-120,194,361,5741,832.24,64,123,183173,1227
CF-120,123,216,2613.82,273.24,54,64,116160,1228
CG-120,61,147,1257.73,128.77,25,33,52794,1229
CH-120,44,61,763.87,56.09,24,17,38728,1230
CI-120,148,276,2166.62,243.18,59,66,96201,1231
