grid_id,total_trips,sum_of_passengers,sum_of_costs,sum_of_tips,count_of_payment_by_card,count_of_payment_by_cash,sum_of_duration_in_seconds,grid_index
K-65,1,0,360.35,60.05,1,0,90,10158
R-65,2,2,499.6,30,2,0,150,10161
AF-65,1,1,177.09,29.5,1,0,4088,10167
AI-65,1,2,106.3,0,1,0,42,10170
AL-65,4,6,160.75,22.05,2,2,2638,10173
AN-65,15,22,152.76,13.76,6,9,8161,10175
AO-65,1,3,90.8,0,0,1,40,10176
AT-65,1,1,50.55,0,0,1,967,10180
AU-65,1,1,105.3,5,1,0,222,10181
BA-65,1,1,70.8,0,0,1,766,10185
BE-65,1,1,150.3,0,1,0,56,10189
BG-65,1,1,95.3,0,1,0,91,10191
BK-65,2,5,187.6,0,1,0,258,10195
BM-65,2,2,192.44,3,2,0,947,10197
BN-65,1,1,154.55,2,1,0,77,10198
BP-65,2,3,177.39,23,2,0,95,10200
BQ-65,2,5,28.1,0,0,2,1334,10201
BS-65,4,4,215.7,0,0,4,97,10203
BT-65,9,11,876.58,91.25,7,1,799,10204
BU-65,10,9,694.57,93.32,7,1,619,10205
BV-65,1,1,15.35,3.05,1,0,915,10206
BW-65,2,2,100.1,0,0,2,474,10207
BX-65,2,2,27.6,0,1,1,1160,10208
BY-65,1,3,108.35,18.05,1,0,30,10209
BZ-65,2,2,86.35,22.25,2,0,1131,10210
CA-65,1,1,50.8,0,1,0,162,10211
CB-65,5,9,418.75,10,3,1,413,10212
CC-65,5,5,268.2,71.16,5,0,2294,10213
CD-65,2,6,268.19,0,1,1,267,10214
CE-65,3,3,219.24,16.05,1,2,371,10215
CF-65,6,8,388.15,18.26,4,1,3168,10216
CG-65,23,34,1928.87,142.55,16,7,8294,10217
CH-65,5,7,184.5,11,3,1,1512,10218
CI-65,4,5,233.65,32.95,3,1,1459,10219
CJ-65,1,3,65.3,10,1,0,23,10220
CK-65,3,3,150.15,14.25,2,1,137,10221
CL-65,5,7,541.79,31.05,3,1,1712,10222
CM-65,9,12,646.8,50.81,6,3,5383,10223
CN-65,1,1,60.3,0,0,1,34,10224
CO-65,1,1,15.3,1.5,1,0,1054,10225
CR-65,9,13,138.77,15.03,4,5,5901,10227
CS-65,164,251,3795.02,365.92,72,87,210321,10228
CT-65,444,753,7457.62,575.89,184,253,316176,10229
CU-65,576,935,8726.86,523.16,189,373,590368,10230
CV-65,179,311,3123.83,178.24,63,109,146846,10231
CW-65,104,194,1782.22,102.83,30,73,160598,10232
CX-65,19,27,366.14,27.92,10,9,15475,10233
CY-65,187,323,3479.19,134.65,46,136,255755,10234
DA-65,75,130,1406.19,61.54,17,54,55990,10236
DB-65,55,75,900.96,12.83,10,41,49436,10237
DC-65,15,25,332.04,9,3,11,12984,10238
DD-65,68,75,922.85,94.45,43,24,48880,10239
DE-65,12,12,203.09,3.45,4,7,5025,10240
DF-65,7,12,122.96,3.86,2,5,5199,10241
DG-65,21,42,494.96,55.17,9,8,19223,10242
DH-65,19,31,637.35,50.82,7,10,17380,10243
DI-65,5,8,318.27,10.15,2,1,5003,10244
DJ-65,8,8,919.34,42.86,4,3,7081,10245
DM-65,3,4,121.07,16.13,2,1,2527,10247
DN-65,2,3,167.45,15.27,1,1,3968,10248
EO-65,17,20,583.53,26.23,11,5,10003,10253
EQ-65,1,1,100.3,0,1,0,48,10255
EU-65,1,1,13.3,2,1,0,688,10258
EV-65,1,2,125.3,25,1,0,183,10259
FR-65,1,2,185.3,0,1,0,1325,10263
FU-65,2,2,174.1,15,1,0,80,10264
I-64,5,5,542.5,10,4,1,205,10289
AD-64,2,3,117.1,0,0,2,472,10296
AK-64,13,25,1423.9,56.48,6,4,598,10302
AL-64,3,3,413.1,20.45,3,0,382,10303
AM-64,8,10,290.45,159.05,3,1,244,10304
AO-64,2,2,170.1,0,1,1,25,10306
AQ-64,1,1,216.62,43.32,1,0,260,10308
AR-64,1,1,105.3,5,1,0,109,10309
AS-64,2,2,191.1,10,1,0,213,10310
AT-64,3,4,134.1,4.7,1,1,1015,10311
BC-64,4,5,214.14,2,2,2,3316,10319
BG-64,1,1,46.01,7.67,1,0,1399,10323
BI-64,1,2,21.31,0,0,0,1652,10325
BK-64,1,2,40.3,0,1,0,25,10327
BM-64,1,1,158.3,0,1,0,149,10329
BN-64,4,6,49.45,6.24,3,1,5278,10330
BR-64,10,29,268.2,8.7,5,5,3412,10332
BS-64,2,4,217.85,13,2,0,446,10333
BT-64,3,3,207.57,26.16,2,1,737,10334
BU-64,15,18,1146.09,97.62,10,4,4214,10335
BV-64,1,1,0.3,0,0,1,99,10336
BW-64,3,7,98.41,8,1,2,1657,10337
BX-64,1,1,5.3,0,0,0,98,10338
BY-64,1,2,76.1,0,1,0,47,10339
BZ-64,1,1,20.3,0,0,1,536,10340
CA-64,5,6,488.95,72.15,5,0,236,10341
CB-64,4,4,367,62.5,4,0,87,10342
CC-64,6,10,489.69,56.1,6,0,2116,10343
CD-64,9,10,646.06,66.57,5,2,9465,10344
CE-64,2,2,75.95,10.85,1,0,1996,10345
CG-64,1,1,0.3,0,0,1,21,10347
CH-64,7,11,360.1,10,3,3,601,10348
CI-64,3,5,227.27,1.08,1,1,921,10349
CJ-64,7,7,271.8,39.7,3,2,285,10350
CM-64,24,29,1753.29,239.2,18,3,1741,10353
CN-64,12,32,331.87,36.52,4,5,3114,10354
CQ-64,1,1,35.3,5,1,0,1321,10355
CR-64,1,1,44.76,7.46,1,0,1786,10356
CS-64,167,281,3839.76,374.12,85,78,140137,10357
CT-64,167,258,3329.34,358.6,87,79,121204,10358
CU-64,233,374,5062.76,351.82,89,136,292877,10359
CV-64,186,261,3525.41,265.74,74,107,235867,10360
CW-64,29,36,614.57,171.78,17,11,19374,10361
CX-64,19,56,945.08,91.34,11,8,16960,10362
CY-64,42,81,712.47,48.37,13,28,29133,10363
CZ-64,1,1,11.8,0,0,1,816,10364
DA-64,19,29,656.92,123.64,12,7,19205,10365
DB-64,36,60,785.2,33.28,11,24,36409,10366
DC-64,27,44,735.64,92.96,11,14,19604,10367
DD-64,49,68,984.65,103.91,31,17,35318,10368
DE-64,35,55,1113.66,124.5,16,19,44527,10369
DF-64,13,39,316.98,20.08,7,6,14767,10370
DG-64,14,16,369.68,40.44,5,9,17150,10371
DH-64,2,2,38.1,1,1,1,2526,10372
DI-64,10,14,358.44,63.07,5,3,13711,10373
DJ-64,9,10,337.98,17.4,3,3,5587,10374
DK-64,5,8,294.08,10,1,3,14227,10375
DL-64,13,16,873.86,50.66,6,6,23266,10376
DM-64,1,1,82.8,30,1,0,4,10377
DN-64,3,4,130.43,14.03,3,0,2678,10378
DP-64,1,1,6.8,0,0,1,316,10380
GJ-64,1,1,200.8,0,0,1,440,10404
H-63,1,1,150.3,0,1,0,26,10418
J-63,2,2,241.4,0.8,1,0,81,10420
K-63,1,1,0.3,0,0,1,127,10421
AG-63,1,1,156.96,26.16,1,0,508,10423
AI-63,1,1,142.8,0,1,0,1349,10424
AK-63,1,1,174.35,29.05,1,0,71,10426
AM-63,1,1,83.55,10,1,0,1838,10428
AN-63,1,6,14.76,2.46,1,0,944,10429
AR-63,1,1,0.8,0,0,0,142,10433
AS-63,4,6,428.85,44.15,3,0,290,10434
AT-63,1,3,14.76,2.46,1,0,751,10435
BA-63,1,1,100.3,5,1,0,29,10440
BB-63,3,12,129.92,1.76,1,2,4256,10441
BD-63,1,5,9.36,1.56,1,0,363,10443
BG-63,1,1,48.8,0,1,0,2329,10445
BI-63,1,1,99.95,16.65,1,0,33,10447
BK-63,7,8,111.04,9.44,4,3,6196,10449
BM-63,1,1,128.3,8,1,0,19,10451
BO-63,2,4,264.6,5,1,0,147,10453
BP-63,1,2,76.55,0,1,0,57,10454
BQ-63,13,13,705.9,8,3,10,188,10455
BR-63,3,3,135.9,0,1,2,3888,10456
BT-63,4,4,95.7,11,1,1,162,10458
BU-63,14,16,678.75,38.72,8,3,7937,10459
BV-63,7,9,310.85,10,2,3,1014,10460
BW-63,8,8,554.5,36.6,5,1,278,10461
BX-63,1,1,10.3,0,1,0,78,10462
BY-63,6,8,32.81,0,0,5,1385,10463
BZ-63,2,2,168.89,26.5,1,1,297,10464
CA-63,4,4,319.24,43.75,4,0,1655,10465
CB-63,4,4,226.49,15,1,2,322,10466
CC-63,2,3,100.61,0.01,1,1,625,10467
CE-63,1,5,12.3,0,0,1,336,10469
CG-63,1,1,5.8,0,0,1,170,10471
CH-63,4,5,393.94,32.7,4,0,3826,10472
CI-63,13,19,915.82,115.67,10,0,2673,10473
CJ-63,1,2,77.15,12.85,1,0,45,10474
CK-63,1,1,0.31,0,0,1,223,10475
CL-63,1,1,140.3,0,0,1,36,10476
CM-63,2,2,160.6,0,0,2,80,10477
CN-63,15,15,1169.53,168.74,11,3,6242,10478
CO-63,1,1,13.8,0,0,1,629,10479
CQ-63,7,9,118.56,19.42,5,2,6393,10480
CS-63,9,10,172.18,17.86,5,4,9058,10482
CT-63,34,60,791.11,97.17,12,21,27351,10483
CU-63,46,64,1693.9,234.24,31,13,70591,10484
CV-63,57,87,1364.79,119.99,24,33,44397,10485
CW-63,1,1,23.8,0,0,1,609,10486
CX-63,37,53,1824.72,358.46,11,24,44765,10487
CY-63,83,133,1063.87,36.53,17,65,36982,10488
CZ-63,131,199,1935.71,85.29,27,99,71390,10489
DA-63,54,93,1134.8,118.08,14,38,52477,10490
DB-63,125,204,2331.34,213.74,34,89,88829,10491
DC-63,74,116,1576.35,117.88,35,36,153532,10492
DD-63,10,11,159.2,1.2,3,5,8230,10493
DE-63,7,7,197.39,19.71,4,3,5892,10494
DF-63,4,5,82.7,5,3,1,2077,10495
DG-63,4,9,85.65,2.45,3,1,3531,10496
DI-63,14,25,593.52,90.75,8,5,15159,10498
DJ-63,3,3,256.1,42.68,3,0,623,10499
DK-63,4,5,163.24,0,1,2,3228,10500
DL-63,11,11,327.42,10,1,5,7682,10501
DM-63,1,1,0.31,0,0,0,326,10502
DN-63,1,1,4.3,0,0,0,80,10503
DO-63,1,1,0.3,0,0,1,4,10504
DP-63,5,6,147,0,0,4,6398,10505
EN-63,1,2,155.84,20,1,0,105,10507
GA-63,2,3,247.65,57.05,1,0,120,10527
GQ-63,1,1,78.35,13.05,1,0,1875,10534
HE-63,1,1,352.8,300,1,0,6993,10538
IB-63,1,0,300.3,0,1,0,5,10541
M-62,1,3,267.64,20,1,0,40,10547
AM-62,34,34,3037.2,305,26,3,1349,10553
AO-62,1,1,165.8,0,1,0,5,10554
AP-62,1,1,46.84,0,1,0,1871,10555
AT-62,1,1,70.8,0,0,1,980,10557
AW-62,2,2,62.6,0,0,2,472,10558
AX-62,2,2,287.6,10,2,0,128,10559
BB-62,2,3,180.35,0,0,2,2391,10562
BC-62,1,1,100.8,0,0,1,57,10563
BD-62,3,4,275.9,0,1,2,2575,10564
BF-62,4,4,389.75,19.55,2,2,174,10565
BH-62,1,1,52.8,0,0,1,26,10567
BI-62,2,2,139.1,20,1,0,107,10568
BJ-62,2,2,114.6,0,0,2,28,10569
BL-62,1,1,17.16,2.86,1,0,970,10571
BM-62,1,1,16.3,0,0,1,1753,10572
BN-62,1,1,52.8,0,0,1,9,10573
BP-62,3,4,154.4,5,1,2,127,10575
BQ-62,3,3,91.9,80,1,2,337,10576
BS-62,1,2,6.3,0,0,1,83101,10578
BT-62,2,2,193.45,18.85,2,0,72,10579
BU-62,2,2,163.35,32.25,2,0,67,10580
BV-62,2,2,19.1,0,0,2,914,10581
BW-62,7,8,633.35,152.75,5,1,503,10582
BX-62,2,7,78.65,13.05,1,1,209,10583
BY-62,1,3,93.3,0,1,0,35,10584
BZ-62,6,10,473.8,23,4,0,6080,10585
CA-62,4,5,387.7,45,4,0,301,10586
CB-62,8,9,523.5,52.1,3,4,235,10587
CC-62,1,1,10.06,0,0,1,227,10588
CD-62,14,16,1101.61,92.8,12,0,682,10589
CE-62,1,1,72.3,7,1,0,48,10590
CF-62,1,1,18.36,3.06,1,0,1261,10591
CG-62,1,1,9.8,1.5,1,0,444,10592
CH-62,2,2,70.31,11.67,1,0,1988,10593
CI-62,2,2,200.4,39.76,2,0,1342,10594
CJ-62,7,7,567.69,49.01,2,2,1341,10595
CK-62,3,3,302.89,47.45,3,0,178,10596
CL-62,1,1,95.59,0,0,1,64,10597
CM-62,1,1,129.99,21.65,1,0,48,10598
CN-62,7,10,502.08,41.48,5,2,619,10599
CO-62,9,14,826.08,54.05,6,2,923,10600
CS-62,11,29,455.16,20.12,4,7,24729,10601
CT-62,80,100,1698.06,146.34,32,45,67909,10602
CU-62,20,41,674.14,74.94,11,9,26517,10603
CV-62,70,112,1439.92,104.62,19,47,133501,10604
CW-62,2,8,39.1,5,1,1,1233,10605
CY-62,17,30,748.47,150.32,7,10,19126,10607
CZ-62,23,33,389.38,10.58,6,15,10336,10608
DA-62,214,359,4097.91,266.48,44,161,312410,10609
DB-62,106,123,1645.18,162.14,59,47,73343,10610
DC-62,22,28,441.44,22.3,6,14,17525,10611
DD-62,13,20,345.15,8.37,4,8,11051,10612
DE-62,7,12,199.34,13.7,2,5,6364,10613
DG-62,8,11,1704.85,29.87,5,0,5405,10615
DH-62,11,11,412.74,30.4,6,4,12613,10616
DI-62,5,5,361.57,44.7,2,2,8479,10617
DJ-62,8,10,514.34,44.9,4,2,2795,10618
DK-62,4,10,337.53,55.25,3,1,999,10619
DL-62,2,2,191.14,10,2,0,71,10620
DM-62,13,31,576.81,111.62,7,5,12853,10621
DN-62,7,7,469.68,18,5,2,3469,10622
DO-62,1,1,110.54,18.4,1,0,23,10623
DP-62,8,8,371.84,0,0,8,9501,10624
DQ-62,1,2,75.3,0,1,0,18,10625
EO-62,1,2,175.84,20,1,0,44,10628
FB-62,2,3,6.6,0,0,2,42,10632
GS-62,1,3,192.35,32.05,1,0,71,10642
R-61,2,4,445.6,15,2,0,142,10652
AM-61,5,5,431.04,25,3,0,289,10656
AW-61,1,1,130.3,10,1,0,88,10661
AX-61,4,5,364.31,33.57,1,3,492,10662
BE-61,3,2,301.9,0,0,2,728,10669
BF-61,1,1,166.34,0,0,1,53,10670
BG-61,5,5,238.5,11,1,4,945,10671
BI-61,1,1,120.35,20.05,1,0,35,10673
BK-61,3,3,126.9,0,0,3,39,10675
BM-61,19,24,1741.53,144.17,8,9,2891,10677
BN-61,3,4,391.4,0,2,1,622,10678
BO-61,3,3,167.4,0,0,3,64,10679
BT-61,2,2,203.6,10,2,0,233,10684
BV-61,3,3,66.4,13,1,0,118,10686
BW-61,4,6,284.79,23,3,1,134,10687
BX-61,3,6,260.9,38.75,2,1,1644,10688
BY-61,2,5,173.6,20,1,1,545,10689
CA-61,1,1,138.64,20,1,0,28,10691
CB-61,4,4,234.7,37.2,2,2,1811,10692
CC-61,1,1,110.3,0,1,0,32,10693
CE-61,2,2,66.36,2.26,1,1,1129,10695
CF-61,1,1,101,20.2,1,0,379,10696
CH-61,2,2,193.75,86.65,2,0,36,10698
CI-61,1,1,108.3,15,1,0,25,10699
CJ-61,5,5,1188.65,39.9,3,0,4908,10700
CK-61,7,8,399.6,85,3,2,497,10701
CM-61,1,1,60.3,0,1,0,49,10703
CN-61,2,2,96.1,0,1,1,704,10704
CO-61,1,1,8.8,0,1,0,134,10705
CS-61,20,32,485.22,72.58,15,5,20664,10707
CT-61,120,198,2346.78,261.56,48,70,88610,10708
CU-61,35,56,763.21,97.03,17,15,25900,10709
CV-61,78,121,1616.51,123.83,31,46,66388,10710
CW-61,2,2,57.56,8.96,1,1,1002,10711
CX-61,2,2,16.1,0,0,0,537,10712
CY-61,20,32,1778.98,116.9,6,12,16650,10713
CZ-61,27,41,506.88,31.65,6,16,8366,10714
DA-61,82,128,1439.95,93.77,16,56,43642,10715
DB-61,9,17,472,31.85,2,4,4878,10716
DC-61,18,34,445.55,31.11,6,12,18953,10717
DD-61,17,36,467.26,17.54,9,8,104649,10718
DE-61,6,6,195.3,3,3,3,2081,10719
DF-61,4,7,181.24,15,2,2,1147,10720
DG-61,1,1,75.8,0,0,1,3155,10721
DI-61,2,2,78.1,10,2,0,328,10723
DJ-61,7,13,391.29,110.65,6,1,2724,10724
DK-61,6,6,472.34,64.92,4,2,1362,10725
DL-61,2,1,62.14,5,1,1,67,10726
DM-61,5,6,242.89,134.35,3,1,4493,10727
DN-61,7,9,457.75,68.7,4,2,3197,10728
DO-61,2,2,85.6,85,1,1,202,10729
DP-61,4,6,124.2,0,2,2,126,10730
DQ-61,1,1,8.3,0,0,1,387,10731
GV-61,1,1,198.3,10,1,0,37,10749
GX-61,1,2,100.3,0,0,1,78,10750
HX-61,4,4,859.2,33,2,0,7071,10755
P-60,3,3,240.9,0,1,0,577,10761
T-60,1,1,12.96,2.16,1,0,847,10762
AB-60,1,1,5.3,0.5,1,0,147,10764
AM-60,9,9,146.58,0,1,4,425,10765
AN-60,1,1,196.3,22,1,0,60,10766
AP-60,3,6,182.15,30.25,1,0,143,10767
AV-60,1,1,52.8,0,1,0,9,10769
AW-60,1,4,100.3,0,1,0,112,10770
AX-60,1,1,52.8,0,0,1,254,10771
AY-60,3,3,201.9,6,1,2,64,10772
AZ-60,4,9,205.7,5,1,3,699,10773
BA-60,1,1,9.36,1.56,1,0,402,10774
BB-60,1,1,90.52,0.22,1,0,20,10775
BF-60,3,3,140.9,10,2,1,158,10779
BH-60,2,2,116.85,0,1,1,362,10781
BI-60,3,3,281.4,0,1,1,968,10782
BJ-60,1,1,7.3,0,0,1,232,10783
BN-60,1,1,150.3,0,1,0,26,10787
BO-60,1,1,172.8,0,1,0,895,10788
BP-60,3,3,107.9,0,1,0,94,10789
BR-60,2,2,78.1,0,1,1,399,10791
BV-60,1,1,81,5.95,1,0,46,10795
BW-60,2,2,145.05,13.95,2,0,1874,10796
BX-60,5,5,282.1,22.05,2,2,5162,10797
BY-60,6,9,535.24,42.4,4,2,328,10798
BZ-60,1,0,140.84,18,1,0,29,10799
CA-60,3,3,136.9,0,1,0,159,10800
CB-60,3,6,387.94,0,2,1,93,10801
CC-60,10,10,128.48,16.48,7,3,6968,10802
CD-60,3,2,186.4,110,2,0,507,10803
CE-60,2,2,197.85,16.25,2,0,108,10804
CF-60,2,2,25.92,4.32,2,0,1530,10805
CG-60,2,2,24.6,0,1,1,1593,10806
CH-60,4,4,99.7,10,1,3,176,10807
CI-60,1,3,79,8.2,1,0,65,10808
CJ-60,8,9,747.25,69.35,7,0,270,10809
CK-60,1,1,167.75,27.95,1,0,25,10810
CM-60,3,3,275.19,0,2,0,193,10812
CO-60,1,6,6.8,0,0,1,331,10814
CS-60,2,3,96.59,12.95,2,0,4244,10815
CT-60,35,63,1037.91,99.35,21,13,35292,10816
CU-60,37,53,826.47,57.71,15,22,26953,10817
CV-60,42,75,774.46,57.56,16,25,22732,10818
CW-60,2,2,148.3,85.7,1,1,1237,10819
CX-60,5,9,218.13,16.55,3,2,4321,10820
CY-60,37,56,2079.18,350.3,13,22,26020,10821
DA-60,7,7,188.8,18,2,5,3143,10823
DB-60,5,21,177.08,0,0,4,7413,10824
DC-60,6,15,320.46,46.62,3,3,5531,10825
DD-60,3,7,107.16,25.26,2,0,3820,10826
DE-60,3,3,73.44,15,1,2,2359,10827
DF-60,8,19,325.75,22.76,4,3,6045,10828
DG-60,5,9,75.14,9.24,1,3,5603,10829
DH-60,5,7,133.58,5,2,2,1560,10830
DI-60,1,2,60.35,10.05,1,0,861,10831
DJ-60,15,23,1171.15,245.99,9,2,9403,10832
DK-60,10,17,652.8,141.3,7,3,2841,10833
DL-60,5,12,360.93,145.39,3,1,1492,10834
DM-60,1,1,21.3,0,0,1,1243,10835
DN-60,2,3,136.64,10,1,1,43,10836
DO-60,38,59,3254.75,528.47,23,9,15058,10837
DP-60,29,38,2444.74,540.97,20,7,8611,10838
DQ-60,1,1,117.3,5,1,0,54,10839
EY-60,2,3,300.6,0,1,1,179,10844
FR-60,1,4,8.76,1.46,1,0,282,10851
HV-60,1,1,250.3,0,0,1,242,10858
AC-59,7,9,323.7,33.6,4,1,89,10866
AD-59,1,3,207.89,0,1,0,23,10867
AG-59,1,3,135.3,0,1,0,42,10868
AJ-59,1,1,8.8,3,1,0,264,10870
AK-59,2,2,160.85,26.25,1,0,91,10871
AP-59,1,1,11.76,1.96,1,0,683,10873
AW-59,1,1,134.75,22.45,1,0,34,10878
AX-59,3,3,60.3,0,1,1,195,10879
AY-59,1,1,52.8,0,0,1,10,10880
AZ-59,1,1,57.3,0,0,1,7,10881
BA-59,1,1,57.3,0,0,1,7,10882
BC-59,3,7,119.4,12,1,1,619,10884
BI-59,1,1,145.3,10,1,0,30,10890
BJ-59,1,2,148.64,24.75,1,0,28,10891
BK-59,1,1,5.84,0,0,1,3317,10892
BP-59,3,3,333.15,85.55,3,0,111,10896
BQ-59,2,4,225.05,36,1,1,234,10897
BR-59,2,2,184.15,28.55,2,0,2739,10898
BS-59,1,1,242.89,48.55,1,0,27,10899
BT-59,2,4,118.85,20,1,0,605,10900
BV-59,1,2,111.36,18.56,1,0,3071,10902
BW-59,2,2,132.1,0,0,2,2223,10903
BX-59,11,18,578.75,80,5,0,616,10904
BY-59,3,5,214.48,10,1,0,947,10905
BZ-59,1,1,0.3,0,0,0,79,10906
CA-59,1,1,132.34,20,1,0,42,10907
CC-59,2,2,18.6,1,1,1,639,10909
CD-59,4,4,181.95,10,3,1,978,10910
CE-59,3,3,171.95,25.05,2,0,103,10911
CH-59,1,1,82.3,82,1,0,20,10913
CI-59,2,2,265.2,28,2,0,149,10914
CJ-59,2,3,183.56,15.71,2,0,93,10915
CM-59,1,3,110.3,0,1,0,24,10918
CU-59,44,118,864.75,56.73,23,20,32543,10923
CV-59,14,18,333.6,7.5,4,9,8416,10924
CW-59,4,6,193.78,5,3,1,2444,10925
CX-59,6,6,247.8,50,2,3,5863,10926
CY-59,12,23,502.94,111.34,6,5,8368,10927
CZ-59,16,23,687.86,160.01,4,10,7420,10928
DA-59,5,9,252.55,25.05,3,2,2900,10929
DB-59,9,34,463.36,125.02,3,6,10194,10930
DC-59,14,27,562.3,20,6,6,9506,10931
DD-59,5,8,187.66,12.16,3,2,4045,10932
DE-59,5,5,173.5,0,1,3,3969,10933
DF-59,4,9,172.74,2,2,1,1201,10934
DG-59,5,8,298.11,41.03,3,2,7638,10935
DH-59,2,2,111.36,20.72,2,0,3096,10936
DJ-59,7,10,334.64,35.6,3,2,5729,10938
DK-59,1,1,87.3,0,1,0,5,10939
DL-59,8,9,666.07,32.75,6,2,1219,10940
DM-59,4,5,355.83,37.55,2,0,853,10941
DO-59,23,34,1876.49,326.97,17,4,4394,10943
DP-59,5,6,519.25,40.05,3,1,87652,10944
DR-59,1,1,5.85,0,0,0,57,10946
DS-59,1,1,19.56,3.26,1,0,1311,10947
FM-59,1,1,10.3,0,0,1,695,10952
GT-59,1,1,91.39,21.09,1,0,3240,10954
HW-59,1,1,286.3,0,0,0,36,10958
H-58,2,6,200.6,15,1,1,251,10961
Y-58,1,2,6.36,1.06,1,0,187,10966
Z-58,1,1,15.4,2.1,1,0,1428,10967
AI-58,1,1,124.05,5,1,0,69,10969
AJ-58,1,1,10.37,2.07,1,0,561,10970
AN-58,3,3,124.4,0,1,0,87,10973
AO-58,1,1,3.8,0,0,1,19,10974
AS-58,1,5,9.36,1.56,1,0,365,10976
AZ-58,1,1,108.35,18.05,1,0,262,10981
BA-58,1,1,79,3.7,1,0,49,10982
BE-58,1,2,107.3,10,1,0,15,10985
BI-58,1,1,75.3,5,1,0,27,10989
BJ-58,2,2,215.35,10,2,0,108,10990
BN-58,1,1,126.3,15,1,0,40,10994
BO-58,1,1,28.3,0,0,1,380,10995
BP-58,4,4,226.71,0,2,1,6744,10996
BQ-58,9,11,813.7,197.95,7,0,751,10997
BR-58,2,2,150.61,22,1,0,504,10998
BW-58,2,2,182.1,10,1,1,76,11003
BX-58,2,2,252.05,39.45,2,0,151,11004
BZ-58,2,2,177.56,12.96,2,0,1151,11006
CC-58,1,1,23.8,0,0,1,2187,11009
CD-58,1,1,20.8,0,0,1,1851,11010
CH-58,3,6,306.9,15,2,0,123,11014
CI-58,5,9,417.84,25.05,4,1,265,11015
CJ-58,16,18,605.64,58.72,12,3,6645,11016
CK-58,9,9,642.59,62.31,6,3,1996,11017
CL-58,1,3,152.09,20,1,0,38,11018
CM-58,1,3,61.1,60.8,1,0,74,11019
CN-58,1,4,0.3,0,0,0,48,11020
CO-58,1,3,0.31,0,0,0,142,11021
CP-58,1,1,0.3,0,0,0,183,11022
CR-58,1,5,41.81,6.97,1,0,1705,11023
CS-58,2,2,34.6,0,1,1,2789,11024
CT-58,5,10,206.04,10.96,1,2,5753,11025
CU-58,14,22,326.92,23.14,8,6,13823,11026
CV-58,7,7,151.1,0,0,7,3692,11027
CW-58,4,4,209.24,3,2,2,635,11028
CX-58,1,2,79.3,20,1,0,869,11029
CY-58,3,6,32.4,0,0,2,946,11030
CZ-58,3,5,88.9,0,1,2,679,11031
DA-58,103,156,5825.26,1170.37,36,63,181143,11032
DB-58,12,18,509.01,50.37,8,2,4073,11033
DC-58,3,3,282.94,10,1,2,553,11034
DD-58,6,12,297.85,26.47,3,2,3433,11035
DE-58,2,2,78.1,2,2,0,2633,11036
DF-58,7,7,653.7,79.1,5,2,10281,11037
DG-58,1,1,80.3,0,1,0,36,11038
DH-58,6,6,292.82,22.97,4,1,2171,11039
DI-58,5,10,310.26,16.26,5,0,941,11040
DJ-58,4,5,240.54,26.8,3,1,88603,11041
DK-58,7,13,278.1,20,2,1,708,11042
DL-58,1,1,172.34,20,1,0,66,11043
DN-58,4,4,351.88,46.55,3,0,6543,11045
DO-58,5,5,578.74,182.54,5,0,6366,11046
DP-58,2,3,236.39,0,1,1,248,11047
DQ-58,3,3,188.9,10,1,2,2111,11048
DR-58,1,2,90.3,0,0,0,134,11049
DT-58,2,3,241.14,5,2,0,78,11051
GS-58,1,1,160.3,10,1,0,18,11058
HW-58,1,1,120.36,20.06,1,0,3,11062
HZ-58,1,3,270.3,50,1,0,34,11063
AO-57,1,2,85.3,0,1,0,38,11072
AP-57,1,1,100.3,10,1,0,26,11073
AQ-57,4,4,305.25,24.05,4,0,181,11074
BD-57,1,1,119.23,15.43,1,0,38,11085
BK-57,5,6,166,4,2,3,2866,11092
BL-57,1,1,105.3,5,1,0,24,11093
BM-57,8,9,515.78,35.13,5,3,2679,11094
BN-57,11,13,1373.75,282.45,9,2,2989,11095
BP-57,1,1,170.3,0,0,0,555,11097
BR-57,3,7,294.56,32.16,2,1,6751,11098
BU-57,1,2,10.8,0,0,1,1047,11101
BV-57,1,1,91.8,1,1,0,33,11102
BW-57,2,3,210.11,20.01,2,0,261,11103
BX-57,6,12,298.58,29.65,2,3,987,11104
BZ-57,1,3,169.84,10,1,0,44,11106
CA-57,3,3,228.55,29.65,2,1,99,11107
CB-57,1,1,163.89,150,1,0,50,11108
CD-57,3,3,49.92,5.52,2,1,2829,11110
CF-57,1,2,163.3,0,0,1,2376,11112
CG-57,3,10,537.35,55.45,1,2,5564,11113
CH-57,1,1,85.3,15,1,0,56,11114
CI-57,2,2,246.6,0,2,0,183,11115
CJ-57,7,9,473.02,18.92,5,2,6979,11116
CK-57,4,6,433.58,0,2,2,129,11117
CL-57,2,2,211.6,138,2,0,92,11118
CM-57,1,1,114.1,26.3,1,0,44,11119
CN-57,1,1,92,21.2,1,0,46,11120
CO-57,1,2,142.3,15,1,0,53,11121
CQ-57,1,2,18.8,0,0,1,1696,11123
CR-57,1,1,7.25,1.45,1,0,235,11124
CT-57,1,1,98.19,16.35,1,0,34,11125
CU-57,2,6,65.6,0,0,1,3513,11126
CV-57,2,6,17.6,0,0,2,770,11127
CZ-57,4,13,239.27,33.03,3,0,8370,11131
