grid_id,total_trips,sum_of_passengers,sum_of_costs,sum_of_tips,count_of_payment_by_card,count_of_payment_by_cash,sum_of_duration_in_seconds,grid_index
CI-108,6,13,209.96,38.12,4,2,10556,2700
CJ-108,1245,2075,30746.55,3128.04,776,459,2071037,2701
CK-108,30400,50685,886177.99,103515.45,21295,8898,51430855,2702
CL-108,16806,27931,491876.93,52858.1,11132,5557,29948321,2703
CM-108,11374,18994,347520.83,37966.78,7823,3470,21482878,2704
CN-108,8755,14666,287729.31,20651.49,4805,3870,17670524,2705
CO-108,3455,5761,106725.92,6455.5,1577,1828,7330787,2706
CP-108,4515,7376,136286.41,8764.11,2206,2199,9150598,2707
CQ-108,3999,6553,128895.18,6547.93,1627,2299,8036927,2708
CR-108,2328,3846,71967.64,3737.65,938,1348,4537930,2709
CS-108,2049,3380,63930.09,2745.35,723,1294,4182862,2710
CT-108,2217,3770,69395.82,2876.14,795,1365,4867832,2711
CU-108,1020,1719,35897.88,2306.5,488,516,2124435,2712
CV-108,2841,4892,95004.55,6075.91,1298,1480,5853143,2713
CW-108,1837,3119,59761.68,3327.88,744,1066,3418681,2714
CX-108,1526,2591,49676.52,2836.54,667,830,2955113,2715
CY-108,900,1508,31504.42,1717.28,354,531,1612253,2716
CZ-108,306,492,10160.73,606.3,147,156,513242,2717
DA-108,211,331,6444.69,235.53,66,137,303927,2718
DB-108,173,298,5252.19,213.85,60,108,243120,2719
DC-108,856,1470,31178.04,2500.29,357,487,1501048,2720
DD-108,884,1471,31096.75,2689.68,372,502,1447702,2721
DE-108,925,1607,30720.95,2608.24,414,497,1414261,2722
DF-108,895,1565,32757.04,2979.08,415,468,1774688,2723
DG-108,530,902,20820.55,2126.47,297,231,988281,2724
DH-108,1510,2612,51805.95,5816.58,877,600,2406964,2725
DI-108,134,228,5488.78,699.88,81,49,259887,2726
DJ-108,644,1131,22429.57,2508.43,314,323,1135109,2727
DK-108,12862,21131,783538.09,104807.17,10081,2595,32133121,2728
DL-108,8910,15041,542446.95,71667.84,6832,1926,22467037,2729
DM-108,2049,3366,87839.26,7623.62,796,1145,4490543,2730
DN-108,1841,3083,71213.49,6396.34,716,999,3409714,2731
DO-108,365,562,6588.65,430.43,109,253,352814,2732
DP-108,957,1613,23374.22,1251.16,304,637,1156713,2733
DQ-108,774,1285,19391.77,984.41,241,520,1056654,2734
DR-108,971,1563,26970.24,1380.22,355,607,1206166,2735
DS-108,885,1425,25811.62,1997.46,366,506,1286812,2736
DT-108,937,1560,22405.65,1118.3,260,657,1143777,2737
DU-108,585,975,14904.79,776.63,171,411,696134,2738
DV-108,518,874,12849.7,559.83,143,365,527044,2739
DW-108,718,1268,19831.27,1152.99,232,477,920417,2740
DX-108,641,1113,19394.98,1078.92,227,404,925490,2741
DY-108,346,653,9150.41,414.95,104,236,480277,2742
DZ-108,499,917,13734.89,873.39,169,326,635227,2743
EA-108,134,236,3895.24,187.51,42,88,163183,2744
EB-108,136,219,6302.55,605.48,64,69,212950,2745
EC-108,240,405,11789.13,1553.57,133,104,390941,2746
ED-108,102,175,4768.97,482.67,51,50,152406,2747
EE-108,89,146,3918.08,434.85,48,40,180131,2748
EF-108,38,68,1888.63,188.69,21,17,56423,2749
EG-108,37,55,2364.07,234.47,20,17,63830,2750
EH-108,43,87,2387.3,237.36,22,20,75830,2751
EI-108,47,88,2465.22,238.88,23,21,72541,2752
EJ-108,27,38,1449.03,104.38,11,16,38573,2753
EK-108,102,174,7630.34,914.34,76,23,263494,2754
EL-108,48,87,3970.3,412.7,33,15,90419,2755
EM-108,35,56,2573.27,327.19,23,9,66934,2756
EN-108,23,29,2047.55,297.95,20,3,51031,2757
EO-108,46,77,3296.28,366.9,27,18,84073,2758
EP-108,42,66,3426.77,344.09,28,14,85297,2759
EQ-108,16,23,1160.57,111.23,11,4,27564,2760
ER-108,21,37,1789.55,109.67,8,13,39879,2761
ES-108,22,37,1615.37,60.23,8,13,37569,2762
ET-108,25,53,2037.42,160.42,10,15,61466,2763
EU-108,18,38,1414.71,135.41,12,6,35565,2764
EV-108,9,13,738.03,36.29,4,5,18428,2765
EW-108,9,17,864.89,78.86,5,4,20876,2766
EX-108,5,11,311.5,0,0,5,7402,2767
EY-108,3,4,285.75,23.1,1,2,5749,2768
EZ-108,8,8,833.98,45,3,3,22550,2769
FA-108,20,28,1813.63,191.63,16,4,45218,2770
FB-108,32,48,4023.24,461.61,20,11,84902,2771
FC-108,12,30,1178.02,75.34,8,4,20690,2772
FD-108,3,5,310.66,23.76,1,2,5618,2773
FE-108,11,21,1227.25,62.95,6,5,29297,2774
FF-108,10,17,1288.5,74.42,5,5,20125,2775
FG-108,7,11,808.54,89.4,4,3,15146,2776
FH-108,11,24,1034.35,93.55,9,2,24199,2777
FI-108,4,9,515.16,66.96,2,2,10619,2778
FJ-108,7,12,944.4,108.26,6,1,19281,2779
FK-108,10,16,1270.92,106.34,8,2,20237,2780
FL-108,8,11,1065.99,85.5,3,5,26948,2781
FM-108,5,8,353.29,31.05,1,4,10017,2782
FN-108,8,13,956.61,69.63,4,4,20400,2783
FO-108,4,7,547.9,51.16,2,2,11756,2784
FP-108,6,6,1004.6,80.14,3,3,19735,2785
FQ-108,8,13,1072.16,128.26,4,4,23929,2786
FR-108,9,16,736.21,67.47,5,4,17419,2787
FS-108,5,6,696.82,125.32,4,1,13668,2788
FV-108,6,12,866.8,0,1,5,15150,2790
FW-108,1,1,147.36,24.56,1,0,1931,2791
FX-108,2,3,327.77,54.63,2,0,6637,2792
FY-108,2,5,265.6,0,1,1,5383,2793
FZ-108,1,1,178.5,28.2,1,0,2391,2794
GA-108,1,2,150.3,0,0,1,4278,2795
GC-108,2,2,302.45,47.85,2,0,4634,2796
GD-108,1,1,52.8,0,0,1,34,2797
GE-108,3,3,519.4,35,3,0,14400,2798
GF-108,4,5,515.1,57.32,4,0,15662,2799
F-107,2,2,271.7,20.6,1,1,88446,2801
G-107,7,7,1003.52,190.67,7,0,17433,2802
H-107,2,2,309.45,55.6,2,0,5436,2803
I-107,1,1,202.55,15,1,0,3820,2804
J-107,1,1,120.8,0,0,1,3559,2805
M-107,6,8,1009.38,101.58,5,1,22059,2806
Q-107,4,4,437.72,48.26,3,1,10226,2807
R-107,1,2,131,26.2,1,0,2536,2808
S-107,2,5,303.3,24.16,2,0,7656,2809
T-107,12,15,1213.4,64.66,9,0,20316,2810
V-107,3,6,396.16,37.26,2,1,8242,2811
W-107,10,14,1272.96,166.55,10,0,31996,2812
X-107,8,10,1034.7,149.55,7,1,103627,2813
Y-107,1,1,125.3,0,0,1,46,2814
Z-107,3,9,480.91,58.64,3,0,12259,2815
AB-107,1,1,170.55,10,1,0,4791,2816
AD-107,2,3,257.46,26.11,1,1,5292,2817
AE-107,3,4,214.65,10,1,1,2487,2818
AF-107,1,1,94.82,4.52,1,0,1570,2819
AG-107,1,1,172.31,39.76,1,0,2531,2820
AH-107,3,3,329.65,48.21,2,1,5254,2821
AI-107,7,8,1067.67,54.51,5,2,26784,2822
AJ-107,7,12,942.91,128.15,5,1,16693,2823
AK-107,8,11,1057.79,110.77,8,0,20218,2824
AL-107,2,4,159.32,1.22,1,0,3112,2825
AM-107,6,6,629.9,155.35,4,1,8701,2826
AN-107,2,2,110.76,18.41,1,1,2183,2827
AP-107,2,2,229.15,41.8,2,0,4146,2828
AQ-107,9,13,709.62,28.36,4,4,25712,2829
AR-107,3,3,193.57,0,0,3,8411,2830
AS-107,10,15,1022.78,101.24,9,0,23057,2831
AT-107,18,28,1249.39,81.59,9,7,42086,2832
AU-107,6,13,664.51,113.21,3,3,15071,2833
AV-107,11,16,1025.8,122.01,7,4,25816,2834
AW-107,3,6,332.97,37.82,2,1,6812,2835
AX-107,4,6,541.33,80.62,4,0,10337,2836
AY-107,11,14,853.3,89.25,8,3,25112,2837
AZ-107,40,54,3757.07,296.26,26,12,182306,2838
BA-107,17,32,1540.04,72.77,7,8,45707,2839
BB-107,2,2,255.18,44.96,2,0,7067,2840
BD-107,3,7,412.24,10,1,2,8973,2841
BI-107,20,37,1277.78,87.78,16,3,28847,2843
BJ-107,32,45,2754.96,185.94,17,12,153802,2844
BK-107,20,34,1423.66,86.57,7,10,42606,2845
BL-107,38,48,1772.18,119.62,15,20,51910,2846
BM-107,5,5,363.41,17.16,2,3,9654,2847
BN-107,30,51,2403.73,290.32,17,11,78671,2848
BO-107,2,3,270.3,10,1,1,4978,2849
BP-107,6,9,640.51,34.88,2,3,16831,2850
BQ-107,40,88,3704.91,152.17,10,27,120286,2851
BS-107,2,3,203.86,15.51,1,1,7391,2853
BT-107,2,2,29.1,0,0,2,2281,2854
CA-107,41,72,1643.66,88,14,27,87322,2855
CB-107,114,186,3676.53,365.69,66,48,188775,2856
CC-107,57,92,1453.29,89.91,30,27,82454,2857
CD-107,489,807,12088.94,1344.91,359,130,753098,2858
CE-107,15598,25691,462180.34,57367.85,11374,4121,24631269,2859
CF-107,43916,73334,1321002.66,166729.19,32654,11038,72684174,2860
CG-107,47161,79047,1521563.77,200693.92,36232,10758,83308352,2861
CH-107,45244,75287,1353348.2,176263.37,34163,10936,78293575,2862
CI-107,5457,9181,165184.81,21144.91,4074,1362,9357933,2863
CJ-107,530,929,12733.75,1189.62,309,214,761311,2864
CK-107,13219,21834,370441.77,40550.4,9124,4019,22815758,2865
CL-107,20159,33579,581409.4,68864.42,14398,5645,33968719,2866
CM-107,11400,19283,349866.1,35010.12,7642,3679,21072589,2867
CN-107,11616,19790,383540.83,29613.38,6455,5050,24173532,2868
CO-107,9131,15126,299919.96,22790.91,5164,3883,18060610,2869
CP-107,10475,17661,297031.99,22113.87,5478,4863,18922696,2870
CQ-107,3174,5281,98151.4,6385.86,1500,1623,6621097,2871
CR-107,3505,5956,108663.62,6621.84,1574,1857,6764632,2872
CS-107,1425,2374,44182.35,1942.95,571,828,2735653,2873
CT-107,2331,3883,71327.53,4840.54,943,1324,4657649,2874
CU-107,1532,2620,50096.11,2463.89,579,912,3130829,2875
CV-107,2111,3510,65514.89,2877.55,809,1210,3987836,2876
CW-107,1897,3124,62464,2982.25,727,1138,3697189,2877
CX-107,1553,2525,49091.24,2555.41,584,949,3000622,2878
CY-107,1275,2181,41873.54,1671.13,430,819,2715519,2879
CZ-107,1247,2092,39512.57,2269.43,510,715,2291630,2880
DA-107,1257,2072,38685.83,1457.63,412,818,2090648,2881
DB-107,1183,2067,36005.48,1335.06,370,795,2262627,2882
DC-107,957,1613,33409.34,2445.94,399,549,1672983,2883
DD-107,1978,3222,65865.62,4774.31,749,1192,3335098,2884
DE-107,1045,1794,40069.02,3740.7,460,565,1989087,2885
DF-107,879,1696,33529.35,2757.72,371,496,1755645,2886
DG-107,484,753,19658.14,1988.44,247,213,1052425,2887
DH-107,1216,1977,32346.7,2310.51,462,741,1456175,2888
DI-107,1581,2664,48776.76,4236.79,721,821,2384390,2889
DJ-107,1433,2392,40776.97,2933.25,534,869,2040591,2890
DK-107,8019,13851,229398.89,20852.9,3732,4197,11072871,2891
DL-107,16431,28401,495533.77,42227.67,6505,9588,22313867,2892
DM-107,16569,29006,443038,37288.3,6850,9513,20663246,2893
DN-107,2608,4456,68222.89,5325.05,823,1742,3644271,2894
DO-107,17123,29732,412919.6,23694.96,5268,11664,20090413,2895
DP-107,1313,2136,30580.59,1310.03,325,954,1354192,2896
DQ-107,1577,2627,36208.57,1724.91,516,1016,1625112,2897
DR-107,883,1561,19925.3,598.71,208,655,959342,2898
DS-107,903,1478,21322.09,769.22,193,680,1159007,2899
DT-107,847,1450,26067.08,1871.02,302,530,1299168,2900
DU-107,714,1165,19480.03,1137.87,244,449,819815,2901
DV-107,703,1173,18957.47,591.9,170,524,806457,2902
DW-107,897,1462,27057.33,1749.13,329,552,1202794,2903
DX-107,473,791,13862.51,599.13,129,338,557771,2904
DY-107,388,657,9322.5,350.81,109,276,600396,2905
DZ-107,170,276,6181.37,489.39,74,95,238623,2906
EA-107,172,262,5779.84,347.88,61,104,382693,2907
EB-107,97,172,3571.87,200.77,36,56,129914,2908
EC-107,77,125,3278.32,264.48,33,44,105545,2909
ED-107,104,199,4626.46,303.6,41,62,179918,2910
EE-107,65,109,2885.67,272.13,33,32,158968,2911
EF-107,44,66,2378.79,180.85,20,24,117762,2912
EG-107,37,67,1716.67,158.81,15,20,59273,2913
EH-107,19,28,891.05,68.35,11,8,27335,2914
EI-107,59,110,3288.86,328.5,32,26,178646,2915
EJ-107,22,34,1098.66,40.05,5,16,32493,2916
EK-107,23,44,1503.81,119.83,13,7,103798,2917
EL-107,46,68,3225.01,429.94,28,16,88842,2918
EM-107,29,48,2003.32,168.07,20,8,49297,2919
EN-107,36,45,2662.4,324.48,22,12,67050,2920
EO-107,41,57,3473.59,321.01,33,8,93749,2921
EP-107,41,58,3314.29,447.45,33,8,83308,2922
EQ-107,29,41,2264.42,254.05,18,10,58607,2923
ER-107,39,60,2607.94,185.7,17,22,59577,2924
ES-107,10,24,535.58,15,4,6,18268,2925
ET-107,10,17,680.85,26.85,3,6,14063,2926
EU-107,8,13,587.36,16.36,3,5,16392,2927
EV-107,10,13,925.95,17.16,2,8,21398,2928
EW-107,9,16,900.31,38.11,5,4,17877,2929
EX-107,11,13,791.56,14.26,6,5,15240,2930
EY-107,5,11,435.94,22.4,2,2,9900,2931
EZ-107,11,22,963.7,124.21,8,1,17897,2932
FA-107,11,15,887.57,129.23,6,4,17006,2933
FB-107,22,31,2411.82,186.97,14,6,58224,2934
FC-107,19,33,2226.41,247.93,15,4,48333,2935
FD-107,4,6,347.74,40,2,2,6889,2936
FE-107,6,8,495.97,58.17,5,0,11391,2937
FF-107,31,48,3448.4,310.86,23,7,172349,2938
FG-107,4,13,394.44,23.7,1,3,8949,2939
FH-107,1,1,150.99,25.15,1,0,2210,2940
FI-107,7,15,995.98,158.38,5,2,19557,2941
FJ-107,7,11,605.95,94.85,5,2,15148,2942
FK-107,5,5,665.2,15.2,3,2,13849,2943
FL-107,4,9,414.26,27.55,2,2,8011,2944
FM-107,8,12,718.35,105.91,5,3,10468,2945
FN-107,3,4,257.03,47.13,2,1,7632,2946
FO-107,3,3,307.9,0,0,3,9045,2947
FP-107,5,9,643.95,72.95,2,3,14734,2948
FQ-107,8,9,1018.9,188.5,6,1,14442,2949
FR-107,7,10,670.8,48.2,5,2,16517,2950
FS-107,8,10,892.76,79.36,4,3,21660,2951
FT-107,2,2,329.76,61.62,2,0,5787,2952
FU-107,8,9,1006.92,115.02,6,2,23894,2953
FV-107,9,12,1253.42,230.22,7,2,24969,2954
FW-107,3,4,302.48,103.58,2,1,8275,2955
FX-107,1,3,140.3,66,1,0,2716,2956
FY-107,2,2,344.26,46.16,2,0,5623,2957
FZ-107,3,4,587.44,85,3,0,15831,2958
GA-107,1,2,175.8,15,1,0,2487,2959
GB-107,4,9,579.05,90.85,3,1,14226,2960
GC-107,2,4,199.8,40,1,1,3985,2961
GD-107,1,1,252.78,42.1,1,0,4303,2962
GE-107,3,4,449.9,0,1,2,7016,2963
GF-107,1,1,155.16,25.86,1,0,3902,2964
GH-107,1,1,146.8,0,0,0,3977,2965
IA-107,1,4,36.96,6.16,1,0,2255,2967
D-106,2,2,405.66,0,0,2,9736,2969
E-106,2,2,262.1,15,1,1,7077,2970
F-106,1,4,167.88,0,0,1,4352,2971
G-106,2,2,165.64,25,1,1,3400,2972
H-106,2,3,352.78,20,1,1,5712,2973
I-106,1,1,153.8,0,0,1,2309,2974
J-106,1,1,103.05,0,0,0,2521,2975
L-106,1,2,157.3,20,1,0,3337,2976
Q-106,1,1,216.35,36.05,1,0,40,2978
T-106,1,1,126.3,15,1,0,2564,2980
V-106,14,15,1498.81,187.32,11,1,20908,2982
X-106,1,1,255.59,25,1,0,3224,2983
Z-106,7,8,835.78,124.18,6,1,11027,2984
AA-106,2,3,240.35,24,2,0,8747,2985
AB-106,3,4,481.14,52.91,2,1,10204,2986
AD-106,2,6,386.68,0,0,2,7426,2988
AE-106,10,11,1307.21,140.38,9,1,26671,2989
AF-106,1,1,156.96,26.16,1,0,2331,2990
AG-106,1,1,159.3,10,1,0,1786,2991
AH-106,1,1,114.3,0,1,0,40,2992
AI-106,2,2,266.76,27.66,1,1,8412,2993
AJ-106,3,3,483.4,99.8,3,0,11822,2994
AK-106,5,11,286.53,2.45,2,3,12693,2995
AL-106,1,1,0.3,0,0,1,132,2996
AM-106,2,2,230.85,0,0,2,7038,2997
AN-106,1,1,125.15,20.85,1,0,25,2998
AP-106,1,2,167.16,27.86,1,0,5964,3000
AQ-106,2,2,145.91,24.31,2,0,3920,3001
AR-106,3,3,342.83,20,3,0,4878,3002
AS-106,14,21,1725.11,48.15,5,9,130671,3003
AT-106,8,15,920.64,18,2,6,25905,3004
AU-106,4,7,538.99,0,1,3,14721,3005
AV-106,34,44,3354.97,236.15,23,10,89432,3006
AW-106,3,3,295.1,26.45,2,1,8509,3007
AX-106,76,137,8528.15,794.99,50,25,209013,3008
AY-106,84,167,9003.94,913.85,54,26,212086,3009
AZ-106,1,1,81.05,0,1,0,2428,3010
BA-106,11,16,1187.04,129.48,8,2,19756,3011
BB-106,7,14,948.39,113,6,1,14259,3012
BC-106,6,11,652.92,5,2,4,12396,3013
BD-106,2,2,223.61,22.51,1,1,5624,3014
BG-106,1,1,86.58,14.43,1,0,1941,3016
BI-106,2,2,88.35,0,1,0,2197,3017
BJ-106,14,18,1407.81,69.1,5,8,43403,3018
BK-106,34,57,2895.67,162.24,16,15,73049,3019
BL-106,60,93,3825.41,285.5,27,31,93119,3020
BM-106,16,21,1258.3,56.26,11,4,31430,3021
BN-106,49,62,4750.89,640.91,37,9,113030,3022
BO-106,1,1,90.8,0,1,0,2885,3023
BT-106,5,11,52.6,3.2,2,2,4494,3026
CA-106,32,56,915.09,56.83,13,18,51811,3027
CB-106,9899,16873,251754.59,31078.38,7354,2517,13033511,3028
CC-106,4841,8336,112124.91,12693.91,3461,1366,6057014,3029
CD-106,13075,21802,332529.74,38638.11,8744,4234,16641435,3030
CE-106,3689,6170,101139.79,11742.01,2524,1138,5627637,3031
CF-106,22403,36950,620710.38,79631.5,16479,5693,36349860,3032
CG-106,49072,81713,1468010.05,190892.02,37032,11840,84146616,3033
CH-106,56879,95033,1665539.54,221692.08,43883,12820,97235166,3034
CI-106,41157,68833,1250560.34,161200.47,30681,10324,74205791,3035
CJ-106,49233,82566,1423815.61,185341.58,37697,11315,85119614,3036
CK-106,39638,66028,1111621.34,141970.47,29977,9459,67092376,3037
CL-106,44451,74064,1227738.3,158948.19,34207,10044,72446357,3038
CM-106,28532,47567,807753.01,98817.07,20878,7487,47587951,3039
CN-106,16608,27971,472993.17,53122.1,11426,5083,29509800,3040
CO-106,13390,22563,378653.2,36041.69,8197,5033,22979916,3041
CP-106,8713,14639,252214.08,22951.24,5218,3370,15633071,3042
CQ-106,8075,13603,235034.95,17809.64,4270,3709,14700795,3043
CR-106,3517,5877,103239.3,6867.11,1774,1684,6694283,3044
CS-106,2834,4786,85043.85,4293.34,1133,1637,5357832,3045
CT-106,1982,3343,60830.04,3407.62,821,1107,3493541,3046
CU-106,304,516,9287.84,401.18,107,192,629705,3047
CV-106,1747,2880,54410.46,2815.81,670,1035,3292094,3048
CW-106,1761,2957,56224.38,2342.87,626,1091,3631434,3049
CX-106,1391,2353,43075.41,1646.2,506,861,2679319,3050
CY-106,1776,2854,55813.11,2456.59,665,1086,3479377,3051
CZ-106,1830,3050,57539.28,2537.95,666,1121,3161255,3052
DA-106,1721,2858,55767.66,3659.02,629,1046,3132898,3053
DB-106,680,1137,22063.26,1394.37,227,440,1042267,3054
DC-106,483,832,16613.48,1138.34,180,292,1084488,3055
DD-106,1122,1875,34883.94,2223.37,444,657,1743769,3056
DE-106,2767,4749,92420.76,7168.85,1152,1568,4873999,3057
DF-106,2674,4428,105631.55,5762.36,823,1812,5617181,3058
DG-106,83,139,3068.72,199.96,27,56,134451,3059
DH-106,844,1423,22535.23,1155.99,256,582,1243744,3060
DI-106,1037,1756,27854.35,1834.07,391,635,1179620,3061
DJ-106,1034,1732,26587.13,1319.22,301,720,1216618,3062
DK-106,1146,1991,30835.04,1762.46,406,724,1477903,3063
DL-106,3947,6487,146234.5,13658.76,1654,2070,6593492,3064
DM-106,1402,2383,29647.85,1025.77,328,1058,1328762,3065
DN-106,732,1235,16984.92,795.16,185,536,863964,3066
DO-106,1390,2429,34907.27,1732.24,416,948,1718019,3067
DP-106,1175,1929,27935.29,950.19,363,801,1425070,3068
DQ-106,1030,1752,26849.96,1348.94,351,669,1276155,3069
DR-106,894,1547,21542.47,1019.97,264,622,1019464,3070
DS-106,680,1217,16955.47,663.42,194,478,852583,3071
DT-106,563,915,14655.49,684.51,162,394,737473,3072
DU-106,694,1143,18277.5,1074.54,211,479,950116,3073
DV-106,628,1056,17165.82,569.17,161,460,835111,3074
DW-106,634,1023,17431.16,990.48,177,443,896105,3075
DX-106,556,895,19068.3,1866.47,219,328,903523,3076
DY-106,160,302,4814.57,226.29,51,107,188399,3077
DZ-106,103,182,3569.73,201.34,32,69,134790,3078
EA-106,115,178,3697.7,216,40,74,144026,3079
EB-106,132,249,4724.93,313.01,54,73,169275,3080
EC-106,48,81,1726.97,50.53,10,37,57232,3081
ED-106,86,185,3620.17,307.63,30,53,118283,3082
EE-106,63,122,2764.78,257.31,27,35,81013,3083
EF-106,98,176,5769.28,864.76,69,29,169683,3084
EG-106,96,128,7002.39,826.1,57,33,159252,3085
EH-106,58,69,3361.31,433.87,36,22,89026,3086
EI-106,34,61,1731.09,207.26,21,13,42894,3087
EJ-106,36,52,1958.29,148.41,16,20,58698,3088
EK-106,8,13,416.9,5,2,6,11519,3089
EL-106,2,2,199.14,8,2,0,3472,3090
EM-106,66,96,4703.38,600.56,48,17,118302,3091
EN-106,68,105,4871.45,528.22,46,21,131377,3092
EO-106,26,36,2121.33,279.95,15,8,49991,3093
EP-106,25,41,2217.1,183.02,14,11,47694,3094
EQ-106,32,52,2215.45,174.81,17,15,56808,3095
ER-106,22,39,1480.12,82.02,9,12,34224,3096
ES-106,10,14,617.04,5,2,8,15554,3097
ET-106,23,30,1998.68,239.03,17,6,39692,3098
EU-106,15,31,1038.96,48.92,7,7,34258,3099
EV-106,12,22,923.14,58.54,6,6,28906,3100
EW-106,2,5,174.1,5,1,1,4223,3101
EX-106,8,13,614.66,15.26,4,4,15487,3102
EY-106,3,8,349.94,20,2,1,8875,3103
EZ-106,13,17,1250.89,70.91,8,5,33697,3104
FA-106,14,19,1175.36,96.12,9,5,23942,3105
FB-106,26,44,2332.01,156.63,13,13,56724,3106
FC-106,19,25,2337.05,285.73,15,4,46555,3107
FD-106,17,26,1385.03,179.84,10,7,29151,3108
FE-106,10,19,986.7,46.12,5,4,21889,3109
FF-106,22,30,2305.44,404.67,15,6,52405,3110
FG-106,12,28,1573.39,230.29,10,2,27386,3111
FH-106,1,2,118.8,0,0,1,2908,3112
FI-106,6,10,806.99,68.31,3,3,15693,3113
FJ-106,14,23,1908.8,277.56,13,1,42653,3114
FK-106,8,14,918.4,82.5,5,3,21480,3115
FL-106,16,18,2118.6,146.18,6,9,38174,3116
FM-106,3,8,482.17,59.23,2,1,10418,3117
FN-106,4,5,479.7,15,3,1,8158,3118
FO-106,9,12,1264.17,311.93,8,1,21447,3119
FP-106,2,2,291.65,99.05,2,0,8958,3120
FQ-106,1,1,122.8,15,1,0,1740,3121
FR-106,3,4,434.87,72.47,3,0,8399,3122
FS-106,3,5,402.94,62,2,1,8108,3123
FT-106,6,10,683.9,75.1,5,1,14492,3124
FU-106,2,3,212.15,16.05,1,1,5764,3125
FV-106,4,7,483.21,116.47,2,2,10173,3126
FW-106,3,4,354.44,87,2,1,8871,3127
FX-106,3,7,333.16,71.76,2,1,7135,3128
FY-106,1,1,221.34,15,1,0,3158,3129
FZ-106,1,1,120.96,20.16,1,0,2463,3130
GA-106,1,4,130.8,0,1,0,2259,3131
GB-106,2,3,180.6,0,0,2,4309,3132
GC-106,1,1,129.8,0,0,1,4200,3133
GD-106,1,1,5.84,0,0,0,3999,3134
GE-106,5,5,914.24,124.2,3,2,18101,3135
GF-106,3,5,382.16,40.26,2,0,6456,3136
GG-106,2,4,232.6,0,0,2,8366,3137
C-105,3,5,495.1,37.95,2,1,11876,3139
E-105,1,1,200.88,0.08,1,0,7025,3140
H-105,2,2,257.86,27.51,1,1,5934,3141
I-105,1,1,13.8,2,1,0,918,3142
K-105,1,1,120.8,0,1,0,2413,3143
L-105,2,4,300.85,10,1,1,7509,3144
M-105,2,2,273.35,5,1,1,4770,3145
N-105,1,1,202.55,15,1,0,5788,3146
Q-105,1,5,90.8,0,1,0,2950,3147
T-105,1,1,122.45,20.4,1,0,2663,3148
U-105,9,15,984.37,67.42,8,1,20215,3149
W-105,1,1,0.3,0,0,0,72,3150
Y-105,1,1,105.05,2.5,1,0,1840,3152
AA-105,1,2,210.16,35.03,1,0,4260,3153
AE-105,3,5,137.4,2,1,2,4135,3154
AG-105,4,6,561.38,55.85,4,0,12347,3156
AH-105,1,1,112.3,0,0,1,3083,3157
AI-105,21,26,3011.96,288.3,17,3,68834,3158
AJ-105,1,1,140.3,17,1,0,3488,3159
AK-105,5,7,374.66,18.51,2,2,10033,3160
AM-105,1,0,80.3,5,1,0,6,3161
AN-105,2,2,104.6,0,2,0,2981,3162
AO-105,2,3,168.1,18.75,1,1,5664,3163
AP-105,5,5,614.04,69.96,3,2,15143,3164
AQ-105,3,3,155.15,5,2,1,4117,3165
AR-105,1,1,127.5,21.25,1,0,2000,3166
AS-105,2,5,271.65,31.05,1,1,2317,3167
AT-105,12,16,1174.11,32.26,6,5,41628,3168
AU-105,9,19,976.34,17.06,4,5,21121,3169
AV-105,29,46,2636.61,179.19,18,11,67572,3170
AW-105,161,284,16226.6,1409.17,102,54,397385,3171
AX-105,293,539,30880,2523.53,174,109,954274,3172
AY-105,7,8,731.34,82.16,6,1,18908,3173
BA-105,13,23,1055.05,101.83,7,6,24772,3175
BB-105,10,20,849.41,95.06,5,5,18474,3176
BC-105,2,7,119.86,7.47,1,1,3966,3177
BF-105,1,2,36.84,6,1,0,1013,3178
BG-105,5,6,126.66,2.16,1,4,5550,3179
BI-105,1,1,9.36,1.56,1,0,304,3180
BJ-105,10,10,147.14,24.1,10,0,6343,3181
BK-105,25,37,2139.1,231.64,18,6,50496,3182
BL-105,31,36,2373.69,290.35,12,18,58047,3183
BM-105,48,60,2365.08,110.92,15,30,45965,3184
BN-105,11,27,939.92,105.09,7,4,26398,3185
BO-105,8,13,568.17,25.02,2,6,17745,3186
BP-105,6,7,451.59,54.79,5,1,14396,3187
BQ-105,1,2,104,11,1,0,3231,3188
BS-105,10,10,159.68,9.68,5,5,12731,3189
BT-105,1,1,9.05,1.25,1,0,355,3190
CA-105,3539,6056,96854.4,12452.02,2670,853,5255536,3191
CB-105,13592,22719,355470.33,40844,9212,4300,19727835,3192
CC-105,9152,15206,209930.48,19188.91,5187,3885,11001815,3193
CD-105,29454,48579,851914.65,111766.65,22429,6879,43231222,3194
CE-105,31264,51820,842273.77,114588.14,24393,6758,44536890,3195
CF-105,21522,36100,575639.85,75706.83,16614,4821,34796094,3196
CG-105,62371,103820,1663354.16,213412.69,46579,15484,97008820,3197
CH-105,51385,85046,1374832.56,176891.42,38903,12291,82483286,3198
CI-105,63714,106962,1772702.69,230049.59,47649,15773,105232857,3199
CJ-105,46652,77458,1222362.69,161517.36,36034,10451,71718458,3200
CK-105,48056,79892,1299922.44,173795.48,37791,10085,78110301,3201
CL-105,29124,48833,745696.47,89223.05,20727,8207,45308151,3202
CM-105,38957,65086,1022620.69,121816.7,27863,10877,61896075,3203
CN-105,17720,29607,471595.12,49207.52,11433,6125,28792063,3204
