grid_id,total_trips,sum_of_passengers,sum_of_costs,sum_of_tips,count_of_payment_by_card,count_of_payment_by_cash,sum_of_duration_in_seconds,grid_index
A-151,1,3,210.3,0,0,1,3565,0
B-151,1,1,268.66,44.78,1,0,3764,1
K-151,1,2,162.55,0,1,0,3104,2
N-151,2,2,474.18,30,1,1,11842,3
AE-151,1,1,204.12,40.82,1,0,3282,6
AL-151,1,1,0,0,0,1,4913,7
AP-151,2,2,420.13,39.95,1,1,8296,9
AR-151,1,1,132.3,0,0,1,2930,10
AY-151,2,2,326.56,47.71,2,0,7490,11
AZ-151,1,6,19.24,4.44,1,0,1200,12
BB-151,3,4,432.45,42,2,1,6925,13
BD-151,1,1,180.46,30.08,1,0,4709,14
BE-151,1,1,10.8,0,0,1,741,15
BG-151,1,6,12.36,2.06,1,0,611,16
CE-151,1,1,9.36,1.56,1,0,369,21
O-150,1,1,80.3,0,1,0,3341,23
S-150,1,2,180.3,0,0,1,976,24
U-150,1,2,121.3,10,1,0,2795,25
AE-150,1,1,120.3,0,0,1,96,27
AF-150,10,13,1551.27,95.57,5,4,18655,28
AN-150,1,1,0.31,0,0,1,111,29
AZ-150,2,2,199.92,4.77,1,1,3507,30
BF-150,1,1,216.84,0,0,1,4937,32
BH-150,2,2,184.93,36.33,1,0,3791,33
BI-150,1,1,323.09,0,0,1,4789,34
K-149,1,1,243.66,40.61,1,0,2684,38
R-149,1,1,84.05,0,1,0,4929,39
AF-149,26,27,587.38,34.71,14,12,26792,41
AG-149,108,185,1617.31,160.33,74,34,85103,42
AJ-149,1,2,10.8,0,0,1,3928,44
AK-149,1,1,23.3,0,0,0,86,45
AM-149,1,4,12.25,2.45,1,0,624,46
AS-149,1,1,190.55,7,1,0,2821,48
AU-149,1,1,218.49,28.24,1,0,3736,49
CE-149,1,1,56.21,9.37,1,0,1588,53
A-148,6,6,442.66,39.61,1,0,4182,54
B-148,2,2,448.76,10,1,1,8909,55
J-148,3,5,439.41,28,1,2,9860,56
K-148,1,1,3.3,0,0,1,4,57
M-148,1,1,150.3,0,1,0,2921,58
N-148,3,4,522.88,119.19,2,1,11786,59
O-148,1,1,170.3,0,1,0,3544,60
AF-148,15,15,165.34,13.34,9,6,10362,61
AG-148,10,14,1318.07,55,5,3,32238,62
AH-148,1,1,223.38,0,1,0,4015,63
CG-148,1,1,12.96,2.16,1,0,665,68
C-147,1,0,0.31,0,0,1,3321,69
D-147,4,5,543.49,22.5,1,2,20721,70
K-147,1,1,489.22,97.84,1,0,3223,71
L-147,1,1,225.06,37.51,1,0,2538,72
M-147,1,3,71.76,11.96,1,0,3330,73
N-147,4,6,669.36,17,3,1,18984,74
O-147,12,18,1508,141.4,7,5,43022,75
AD-147,1,3,200.3,0,1,0,3287,76
AE-147,1,1,129.95,21.65,1,0,2117,77
AF-147,5,6,316.76,0,1,3,13898,78
AG-147,1,4,239.3,0,0,1,7300,79
AI-147,6,8,916.99,59.36,5,0,17028,80
AJ-147,1,1,271.94,54.39,1,0,4813,81
AO-147,1,1,239.46,39.91,1,0,3874,82
E-146,1,1,291.63,20,1,0,4416,86
F-146,1,1,240.25,48.05,1,0,4509,87
K-146,1,1,311.76,51.96,1,0,4700,88
L-146,1,1,84.35,14.05,1,0,26,89
M-146,1,1,173.55,0,1,0,2710,90
N-146,4,6,784.56,33,3,1,18044,91
V-146,1,1,215.3,15,1,0,3735,92
AA-146,4,7,753.19,10,2,2,15117,94
AC-146,2,4,282.14,0,0,2,11101,95
AE-146,1,1,176.3,0,0,1,4095,96
AF-146,2,3,217.15,0,0,2,7862,97
AG-146,1,1,80.3,0,0,1,2670,98
AH-146,3,3,628.45,10,3,0,7702,99
AL-146,1,1,236.63,25,1,0,3531,100
CB-146,1,1,21.3,0,0,1,1221,101
CD-146,2,3,10.6,0,0,2,390,103
M-145,14,26,2211.48,67.7,10,4,46530,104
O-145,1,2,187.8,0,0,1,4622,105
Y-145,3,4,359.18,147.2,1,2,3328,106
Z-145,2,2,315.23,26.05,1,1,7155,107
AC-145,2,2,354.7,10,1,1,4786,109
AD-145,1,1,229.56,38.26,1,0,3040,110
AG-145,7,7,1380.05,192.95,7,0,17820,111
AH-145,1,1,145.8,0,0,0,1838,112
CA-145,1,2,7.3,0,0,1,324,113
CB-145,1,1,8.16,1.36,1,0,204,114
CD-145,1,1,5.3,0,0,1,145,116
B-144,1,1,160.3,160,1,0,2772,117
H-144,1,1,203.8,20,1,0,2005,118
K-144,1,2,122.05,10,1,0,2393,119
N-144,2,2,241.94,0,1,1,4469,120
O-144,3,9,608.86,74.8,3,0,8192,121
AA-144,1,5,163.3,0,0,1,6711,122
AC-144,1,2,252.88,0,0,1,3100,123
AD-144,1,1,300.3,0,1,0,436,124
AE-144,1,1,179.63,0,1,0,4168,125
AH-144,2,6,180.76,4.66,2,0,4125,127
B-143,2,3,402.18,0,1,1,7006,131
C-143,5,5,819.34,53.34,5,0,15779,132
I-143,1,1,153.88,0,0,1,3790,133
K-143,1,1,123.3,0,0,1,3586,134
L-143,2,2,430.6,15,1,1,8058,135
M-143,110,153,22577.03,1543.04,89,15,396753,136
AE-143,3,3,507.48,0,1,1,9191,137
AH-143,2,2,224.6,0,0,1,3995,138
AI-143,1,1,165.55,0,1,0,2585,139
AJ-143,6,6,918.75,88,5,0,14213,140
CC-143,1,1,14.3,0,0,1,1087,141
A-142,1,2,146.38,0,0,1,5361,142
B-142,2,3,382.85,20,1,1,15473,143
H-142,3,4,663.09,0,0,3,7474,144
I-142,6,8,1402.38,200.92,4,2,21358,145
K-142,6,10,895.22,0,2,3,19897,146
L-142,4,4,1301.01,322.56,3,1,16098,147
M-142,5,6,853.28,80,3,2,14300,148
AE-142,2,2,52.85,0,0,2,7312,149
AI-142,7,7,1100.23,147.88,5,2,20604,151
C-141,1,1,8.3,0,0,0,284,153
F-141,1,1,265.56,44.26,1,0,4878,154
G-141,5,5,1000.82,119.95,5,0,17233,155
H-141,12,19,2204.16,88.2,8,4,34078,156
I-141,3,4,460.02,10,2,1,10501,157
J-141,2,2,316.26,92.41,2,0,5704,158
Q-141,1,6,12.96,2.16,1,0,717,159
S-141,1,1,206.34,0,1,0,5107,160
T-141,1,1,118.3,0,1,0,2694,161
AE-141,2,3,348.85,15,2,0,5430,162
AF-141,2,2,409.43,15,1,1,9576,163
AH-141,1,2,143.05,0,0,1,2333,164
D-140,1,1,307.63,25,1,0,7127,166
F-140,13,19,2116.84,214.33,9,4,128241,167
G-140,113,153,19040.83,1693.67,77,26,310486,168
H-140,59,76,14274.63,1434.01,51,7,246238,169
J-140,2,2,353.6,10,1,1,6523,170
L-140,6,7,1039.79,115.12,5,1,19163,171
O-140,1,1,260.3,10,1,0,7355,173
P-140,2,2,321.06,41.63,2,0,7873,174
Q-140,1,1,159.96,26.66,1,0,3161,175
R-140,1,1,186.3,10,1,0,3604,176
T-140,1,1,197.3,27,1,0,4041,177
U-140,1,5,24.3,0,0,1,2330,178
AE-140,1,1,174.3,0,0,1,1910,179
AF-140,1,1,91.55,0,0,1,2283,180
AP-140,1,1,115.38,0,0,1,3921,181
D-139,3,3,233.9,34.8,1,1,6964,182
E-139,2,3,269.65,36.05,1,1,8499,183
F-139,7,12,1197.41,146.4,5,2,26369,184
G-139,7,7,1263.4,115.71,7,0,16694,185
H-139,2,4,578.55,96.43,2,0,8455,186
J-139,5,8,697.64,47.56,3,1,22444,187
K-139,2,5,259.26,16.16,2,0,6748,188
L-139,1,1,223.13,0,1,0,5810,189
M-139,1,1,233.63,0,0,1,4423,190
N-139,1,2,201.13,0,0,1,3977,191
O-139,1,1,0.3,0,0,1,6718,192
P-139,1,2,164.55,0,0,1,3714,193
R-139,2,3,346.13,0,1,1,7482,194
S-139,3,11,367.89,11,2,0,11068,195
V-139,3,3,589.44,71,2,1,13622,196
W-139,7,15,1409.48,283.47,7,0,26107,197
X-139,1,1,147.55,13,1,0,2526,198
AF-139,1,1,103.3,0,0,1,2011,199
AN-139,8,11,918.03,95.91,5,3,31634,201
AO-139,5,9,502.58,47.76,5,0,16447,202
AP-139,26,55,2995.63,282,15,11,98451,203
AQ-139,8,18,906.84,71.04,6,2,21879,204
AT-139,1,1,19.56,3.26,1,0,1553,205
A-138,1,1,220.4,0.1,1,0,7020,206
B-138,1,1,261.88,20,1,0,4502,207
C-138,4,5,565.45,0,0,3,19232,208
D-138,1,1,116.3,0,1,0,2521,209
H-138,3,6,670.81,41.21,2,1,13237,210
I-138,3,3,668.6,89.33,3,0,10496,211
J-138,1,1,134.8,0,1,0,3710,212
K-138,2,4,431.18,0,0,2,6435,213
M-138,1,1,224.63,0,0,1,3837,214
N-138,1,1,290.88,44,1,0,6152,215
O-138,1,2,247.25,49.45,1,0,1986,216
P-138,3,5,614.06,42.08,2,1,14295,217
Q-138,1,1,150.05,0,1,0,3183,218
W-138,6,13,1060.21,81.31,4,1,15382,221
X-138,1,1,202.55,40.5,1,0,2492,222
Z-138,1,1,221.13,20,1,0,4643,223
AL-138,2,3,444.92,42.75,2,0,12037,224
AM-138,7,14,798.08,22.88,1,5,23943,225
AN-138,23,42,2582.54,254.09,16,7,84705,226
AO-138,25,43,2665.26,287.75,17,8,78332,227
AP-138,21,45,2513.73,298.33,14,7,78664,228
AQ-138,51,95,5885.46,568.37,37,13,175441,229
AR-138,5,7,531.44,0,2,2,18986,230
A-137,1,1,73.3,0,0,1,273,231
I-137,2,3,418.65,38.05,2,0,3552,232
K-137,1,1,154.13,0,0,1,4236,233
L-137,1,2,200.3,0,0,1,4861,234
M-137,1,1,169,0,1,0,3262,235
O-137,1,1,182.05,10,1,0,5209,237
P-137,1,6,17.84,0,0,1,743,238
Q-137,1,1,286.61,47.77,1,0,8455,239
R-137,2,2,434.01,0,0,2,7729,240
U-137,5,6,752.12,0,2,3,13536,241
W-137,1,2,216.09,5,1,0,3389,242
Y-137,2,2,185.6,0,1,1,113,243
AA-137,2,2,351.35,15,2,0,7977,244
AB-137,1,1,132.55,0,1,0,4197,245
AF-137,2,2,206.35,0,0,2,9122,246
AI-137,1,1,35.8,0,1,0,1769,247
AJ-137,2,4,251.93,0,0,2,3149,248
AK-137,4,5,408.86,0,1,2,11350,249
AL-137,10,13,953.39,125.8,5,4,12021,250
AM-137,1,1,118.05,0,0,1,3493,251
AN-137,22,34,2354.52,279.46,12,8,67976,252
AO-137,26,47,2869.08,329.84,16,9,83340,253
AP-137,88,145,10526.99,1639.14,81,7,315372,254
AQ-137,10,16,1159.58,190.2,9,1,37745,255
AS-137,1,1,96.88,0,0,1,3337,256
AV-137,25,47,2768.59,329.83,16,9,91519,257
C-136,1,1,310.79,62.16,1,0,6359,258
D-136,2,2,302.85,10,2,0,5319,259
G-136,1,1,235.05,35,1,0,3818,260
L-136,4,5,754.76,114.16,3,1,11942,261
M-136,3,3,323.4,170.48,2,1,7942,262
N-136,1,1,160.3,0,0,1,4917,263
Q-136,1,3,255.88,0,0,1,4970,264
S-136,3,5,160.3,0,0,2,6397,266
T-136,1,2,271.88,24,1,0,2818,267
V-136,1,1,154.75,30.95,1,0,4500,268
X-136,4,6,675.8,61.6,3,1,15636,269
Y-136,2,2,482.94,62.68,2,0,5655,270
AF-136,20,31,407.83,21.63,9,8,114197,271
AJ-136,1,3,125.3,0,0,1,3932,272
AL-136,8,11,1395.32,186.69,7,1,31239,273
AO-136,9,12,1179.89,108.09,5,3,30438,274
AP-136,18,26,2347.24,256.22,14,4,51977,275
AQ-136,26,41,2870.47,202.73,21,5,89291,276
AR-136,2,2,231.3,20,1,0,6684,277
AT-136,7,8,806.63,107.97,5,2,24842,278
AU-136,19,28,2063.02,258.97,15,3,59902,279
AV-136,11,20,1216.36,113.3,6,5,38344,280
AW-136,16,28,1715.15,183.91,11,5,63582,281
AX-136,3,9,361.11,39.47,2,1,12077,282
A-135,4,5,668.81,67.82,4,0,14030,283
B-135,1,1,180.36,30.06,1,0,2877,284
D-135,1,1,125.35,25.05,1,0,3451,285
E-135,3,5,576.47,10,1,2,10520,286
H-135,1,1,293.86,48.98,1,0,5903,287
I-135,1,1,211.38,0,0,1,4157,288
M-135,12,28,1915.38,179.7,10,1,36409,290
N-135,1,1,231.05,10,1,0,3449,291
P-135,22,27,3553.17,149.37,13,7,74274,293
Q-135,4,4,810.01,46.23,3,0,9966,294
U-135,3,4,443.5,12.1,2,1,94225,295
V-135,1,1,3.8,0,0,0,10,296
Y-135,71,114,12794.56,580.23,50,15,243898,297
Z-135,16,29,2205.9,15,3,11,57385,298
AB-135,8,13,1240.61,83.83,4,4,26720,300
AD-135,2,1,16.61,0,0,1,662,301
AE-135,3,3,339.73,22.75,2,1,8590,302
AF-135,1,1,164.8,0,0,1,2377,303
AG-135,110,141,2420.3,178.94,77,33,119590,304
AI-135,1,4,162.55,0,0,1,3194,305
AL-135,3,4,501.89,6.95,2,1,8916,306
AM-135,3,3,318.6,17.2,3,0,2767,307
AN-135,1,1,52.8,0,0,1,38,308
AP-135,10,11,1027.27,72.43,7,2,31757,309
AQ-135,15,27,1430.25,153.31,12,3,42696,310
AR-135,1,1,86.88,0,0,0,3098,311
AS-135,13,24,1407.73,165.83,9,4,43638,312
AT-135,21,37,2270.26,274.34,16,5,70184,313
AU-135,28,49,3165.23,262.51,15,12,95163,314
AV-135,38,65,4479.84,564.8,32,6,127994,315
AW-135,20,32,2240.09,247.47,12,8,71538,316
AX-135,1,1,93.88,0,0,1,4123,317
AY-135,21,38,2133.28,166.3,16,5,69602,318
AZ-135,9,16,839.79,93.95,6,3,26589,319
BA-135,4,6,398.6,0,0,4,15537,320
A-134,1,1,170.8,0,1,0,4937,321
B-134,3,3,846.23,135.49,3,0,16829,322
F-134,1,1,218.76,36.46,1,0,3142,323
G-134,1,1,106.3,0,1,0,4515,324
K-134,5,8,1068.41,73,5,0,24312,325
L-134,4,11,898.94,58.87,4,0,24767,326
M-134,15,25,2685.21,142.89,11,3,49876,327
N-134,2,4,446.76,12,2,0,8433,328
P-134,1,1,179.3,0,0,1,3717,329
Q-134,9,13,1267.03,85.53,7,0,25168,330
R-134,1,1,173.17,20,1,0,4950,331
S-134,1,1,270.76,45.13,1,0,3501,332
T-134,1,2,292.13,10,1,0,4620,333
U-134,12,20,2236.42,75.5,6,6,50736,334
V-134,1,1,199.05,30,1,0,4220,335
W-134,1,2,249.13,0,0,1,5095,336
X-134,1,1,149,0,0,1,1020,337
Y-134,3,4,409.99,10,1,1,9764,338
Z-134,12,14,2423.67,189.14,8,3,37625,339
AA-134,3,5,418.38,37.6,1,2,10804,340
AC-134,1,2,160.3,0,0,1,2797,341
AD-134,2,5,248.25,0,1,1,4902,342
AE-134,1,1,167.8,0,0,0,3177,343
AF-134,3,5,565.19,77.13,3,0,11755,344
AG-134,2,2,254.86,38.8,1,0,3405,345
AH-134,1,1,495.8,0,1,0,3254,346
AJ-134,2,2,111.72,0,0,2,6315,347
AK-134,1,1,35.8,0,0,1,594,348
AP-134,4,10,713.48,82.34,2,2,34724,350
AQ-134,13,16,788.67,78.29,7,6,28569,351
AR-134,1,2,138.05,0,0,1,8249,352
AS-134,12,18,1217.58,142.13,7,5,39701,353
AT-134,11,14,1292.26,140.74,7,4,41246,354
AU-134,18,39,1942.29,150.74,11,7,60120,355
AV-134,26,43,2873,346.78,17,9,89543,356
AW-134,1,5,110.88,0,1,0,4204,357
AX-134,45,69,4131.42,351.94,23,21,124370,358
AY-134,5,9,581.62,78.64,4,1,17596,359
AZ-134,10,15,1016.7,58.36,4,5,35617,360
BA-134,28,39,2684.59,385.27,23,5,72517,361
BB-134,42,65,4044.21,343.6,20,20,152451,362
BC-134,6,6,498.4,27.2,3,3,20091,363
BD-134,15,26,1230.56,58.4,4,11,49064,364
E-133,2,5,498.85,46.88,1,1,7910,365
H-133,1,1,253.58,50.7,1,0,7818,366
J-133,1,2,169.63,0,0,1,5512,367
K-133,2,2,501.34,44.16,2,0,7309,368
L-133,3,7,732.53,41.22,2,1,8458,369
M-133,4,7,900.27,22,2,2,27718,370
O-133,1,1,196.84,20,1,0,3670,372
P-133,3,4,543.73,30,2,0,11347,373
R-133,2,2,264.35,25,2,0,5230,374
S-133,3,4,420.6,17.2,2,1,6036,375
T-133,2,2,330.21,55.03,2,0,3935,376
U-133,2,4,371.8,39.16,1,1,10800,377
W-133,1,2,68.84,0,0,0,7755,378
X-133,1,1,360.05,0,1,0,7155,379
Y-133,1,1,158,15,1,0,1620,380
Z-133,1,1,112.05,0,0,1,3261,381
AA-133,1,2,279.13,30,1,0,4639,382
AB-133,1,1,265.88,10,1,0,3074,383
AC-133,2,3,253.1,10,1,1,5699,384
AD-133,1,1,178.09,0,0,1,5155,385
AF-133,1,2,0,0,0,1,770,386
AG-133,1,1,109.8,0,0,1,3699,387
AI-133,1,1,123.88,0,1,0,2884,388
AO-133,7,32,258.03,32.45,5,2,8713,389
AP-133,5,14,510.99,13,2,3,15757,390
AR-133,7,18,758.51,31.85,3,4,17564,391
AS-133,16,26,1791.17,265.63,15,1,131473,392
AT-133,5,11,575.5,77.56,4,1,19263,393
AU-133,5,11,513.52,25,2,3,14540,394
AV-133,17,29,1705.21,77.79,8,8,50050,395
AW-133,38,77,4593.55,785.09,31,7,129765,396
AX-133,32,50,3050.93,248.69,19,13,88396,397
AY-133,7,12,729.45,76.91,5,2,28072,398
AZ-133,4,6,380.56,47.5,4,0,12808,399
BA-133,3,4,228.14,0,1,2,7611,400
BB-133,30,46,2988.75,198.56,17,13,96335,401
BC-133,30,69,2805.81,197.45,15,15,97918,402
BD-133,32,65,2864.85,235.13,17,13,108854,403
G-132,2,2,211.1,0,0,0,64,404
K-132,2,2,339.11,39.26,1,1,6430,406
L-132,1,1,184.3,0,1,0,3471,407
M-132,5,5,773.71,78.21,4,1,12508,408
N-132,1,1,130.38,0,1,0,3111,409
P-132,8,9,1833.12,216.86,8,0,31336,410
Q-132,1,1,0.31,0,0,0,177,411
R-132,1,1,233.38,20,1,0,3540,412
S-132,8,12,1863.04,122.53,7,1,34031,413
U-132,3,3,423.56,20.41,2,0,11191,415
V-132,2,3,247.1,0,2,0,6604,416
W-132,2,3,376.46,75.11,2,0,6563,417
Y-132,1,1,310.66,51.78,1,0,3376,418
Z-132,1,1,153.05,0,1,0,3560,419
AA-132,1,3,136.24,31.44,1,0,3410,420
AB-132,1,1,72.55,0,0,1,3856,421
AD-132,1,2,102.8,0,0,1,2516,422
AE-132,1,1,171.3,0,0,1,3840,423
AF-132,43,62,6980.21,528.99,32,7,155616,424
AG-132,3,3,545.56,10,2,1,89291,425
AK-132,1,1,206.79,34.45,1,0,4277,426
AP-132,4,9,424.92,39.48,2,2,12498,427
AQ-132,1,1,92.92,0,0,1,2915,428
AR-132,1,1,111.38,5,1,0,2631,429
AS-132,28,46,2955.38,262.62,18,10,86677,430
AT-132,39,66,4176.08,416.08,24,14,125525,431
AU-132,28,69,2871.27,329.77,17,10,87263,432
AV-132,31,50,3319.56,358.58,20,11,105813,433
AW-132,22,36,2178.48,197.4,13,8,71021,434
AX-132,34,58,3571.43,451.29,30,3,104561,435
AY-132,11,18,1211.65,126.93,8,3,35443,436
AZ-132,62,102,6821.45,1071,50,11,197252,437
BA-132,8,8,879.87,112.75,6,2,24811,438
BB-132,19,35,1950.71,222.2,11,8,67380,439
BC-132,18,32,1564.7,146.48,10,8,50634,440
BD-132,26,49,2273.75,144.01,13,13,80902,441
BE-132,53,90,4669.39,429.23,30,23,164781,442
BF-132,78,153,7459.21,777.8,52,25,260977,443
BH-132,1,1,69.88,0,0,1,3072,444
BI-132,1,1,64.14,5.8,1,0,2731,445
B-131,1,2,202.56,33.76,1,0,4129,446
H-131,1,1,0.3,0,0,0,27,447
J-131,1,1,4.8,0,0,1,75,448
M-131,2,2,321.85,0,1,1,8099,449
N-131,1,2,120.2,0,0,1,2871,450
O-131,5,7,952.06,115.98,4,0,17147,451
P-131,22,39,3998.68,70.45,13,6,81504,452
Q-131,2,3,300.96,22.11,2,0,5086,453
S-131,3,6,639.13,81.38,3,0,16137,454
T-131,9,13,1832.2,80,7,2,33686,455
U-131,22,29,3521.26,560.81,15,5,70838,456
V-131,5,7,805.97,160,4,1,11410,457
W-131,2,2,314.18,0,2,0,6547,458
X-131,1,1,155.05,15,1,0,2778,459
Z-131,2,2,337.93,10.08,1,1,3681,460
AA-131,7,13,765.26,117.26,4,3,14181,461
AB-131,1,1,221.54,20,1,0,3267,462
AE-131,1,1,228.05,38,1,0,3879,465
AF-131,3,5,277.36,41.16,2,0,8003,466
AG-131,1,2,144.88,0,0,1,3369,467
AH-131,1,1,66.3,0,0,1,1476,468
AM-131,1,1,159.19,26.53,1,0,4885,469
AS-131,22,41,2166.45,237.27,14,8,62700,470
AT-131,53,109,5917.08,882.44,37,16,160785,471
AU-131,54,74,5921.84,885.83,40,14,156565,472
AV-131,41,60,4307.12,581.82,36,5,125145,473
AW-131,94,161,9768.97,1142.57,74,19,286728,474
AX-131,33,62,3513.35,493.03,26,7,105017,475
AY-131,13,25,1413.99,142.35,8,5,47818,476
AZ-131,28,52,2934.77,355.51,20,8,95705,477
BA-131,51,87,4926.1,541.93,40,11,153784,478
BB-131,45,87,4236.27,308.66,22,21,144122,479
BC-131,26,48,2571.7,214.32,14,12,93441,480
BD-131,26,53,2495.03,186.79,14,10,93585,481
BE-131,59,110,5143.71,474.61,34,25,186011,482
BF-131,43,75,3761.99,310.45,25,17,141806,483
BI-131,1,2,99.88,25,1,0,3430,484
D-130,5,16,1266.73,83.78,4,1,18118,486
E-130,1,2,240.3,125,1,0,3556,487
L-130,6,7,775.61,85.48,4,2,12436,490
N-130,2,3,376.68,0,2,0,8741,491
O-130,9,23,1810.7,55,5,2,36528,492
P-130,3,5,779.64,45,3,0,14278,493
Q-130,6,9,982.52,272,5,1,23397,494
T-130,2,2,528.74,45.98,2,0,10053,495
U-130,2,2,427.18,25,2,0,3396,496
V-130,1,1,210.67,48.62,1,0,2760,497
Y-130,1,1,215.3,110,1,0,3208,499
Z-130,5,7,776.86,102.46,3,2,15234,500
AA-130,4,8,719.78,0,1,3,23846,501
AB-130,3,5,687.89,76.58,3,0,6303,502
AC-130,1,2,188.05,0,1,0,3565,503
AD-130,1,1,219.39,1.51,1,0,3591,504
AE-130,2,4,199.35,33.2,2,0,6192,505
AF-130,16,21,3112.71,242.53,13,2,136371,506
AG-130,10,18,1807.53,72.6,7,2,114355,507
AH-130,1,1,279.53,55.9,1,0,3610,508
AI-130,2,2,285.6,193,2,0,7684,509
AJ-130,2,2,303.93,20,2,0,6805,510
AQ-130,5,12,402.9,5,2,3,15434,511
AR-130,2,7,172.68,0,0,1,5357,512
AS-130,33,45,3464.95,355.85,23,9,108584,513
AT-130,53,81,6373.09,672.09,35,14,158509,514
AU-130,32,61,3341.57,260.31,16,15,96245,515
AV-130,11,20,1101.66,85.86,5,6,34432,516
AW-130,60,106,6399.49,842.93,47,11,186377,517
AX-130,45,77,4806.54,553.74,34,11,144210,518
AY-130,38,61,3739.89,544.33,31,7,99441,519
AZ-130,25,50,2256.53,176.25,14,11,68827,520
BA-130,51,91,4868.94,432.19,33,17,156350,521
BB-130,41,70,3816.97,410.06,19,21,128565,522
BC-130,39,76,3861.06,340.89,20,19,135422,523
BD-130,54,91,4932.64,674.64,38,14,165060,524
BE-130,28,55,2743.39,318.81,20,8,97971,525
BF-130,42,52,3714.22,349.22,25,17,137189,526
BG-130,37,54,3053.95,216.89,20,17,111420,527
E-129,1,2,240.35,40.05,1,0,3552,528
G-129,1,1,0.3,0,0,0,17,529
I-129,2,4,390.18,10,1,1,8617,530
J-129,1,2,250.8,0,0,1,2803,531
K-129,1,1,195.8,75,1,0,2944,532
L-129,4,8,576.49,1,3,1,16165,533
M-129,2,2,185.4,25,1,0,7688,534
N-129,2,2,465.89,10,1,1,11666,535
O-129,3,12,37.08,0,0,1,7897,536
R-129,3,3,375.07,53.67,3,0,12353,538
V-129,2,3,188.89,0,1,0,15492,540
W-129,1,2,203.13,0,1,0,5476,541
X-129,3,5,563.41,0,2,1,11009,542
AA-129,1,4,218.88,10,1,0,3795,543
AC-129,1,1,137.3,0,0,0,2011,545
AD-129,13,23,1776.14,157.59,7,3,48013,546
AE-129,6,8,1223.56,98.03,5,1,24681,547
AF-129,1,2,192.35,32.05,1,0,36,548
AG-129,3,4,461.64,26.41,1,2,7359,549
AI-129,2,5,289.46,39.78,1,1,5513,551
AJ-129,3,3,406.9,15,2,1,7528,552
AM-129,1,1,203.63,0,0,1,3200,553
AQ-129,1,1,163.84,10,1,0,4132,554
AR-129,1,6,121.06,20.18,1,0,2675,555
AS-129,5,6,526.32,68.96,3,2,14940,556
AT-129,40,69,3780.6,428.89,26,14,103909,557
AU-129,18,26,1819.5,243.07,13,5,51022,558
AV-129,72,115,7132.29,769.95,49,23,202717,559
AW-129,43,59,4152.66,328.44,30,8,124348,560
AX-129,13,25,1297.62,122.42,8,5,37734,561
AY-129,51,109,5431.02,670.66,35,15,234102,562
AZ-129,34,73,3521.6,374.62,23,10,101160,563
BA-129,65,98,6256.28,454.56,39,26,209339,564
BB-129,23,42,2319.26,212.6,13,9,163393,565
BC-129,38,61,3666.87,323.61,23,14,132679,566
BD-129,55,94,5100.8,578.3,40,13,182840,567
BE-129,67,122,5863.55,673.46,49,18,201362,568
BF-129,45,83,4067.24,325.36,25,20,151184,569
BG-129,39,62,3543.19,338.25,23,16,123278,570
BH-129,72,153,6384.21,864.9,47,25,224152,571
BJ-129,2,3,177.91,17.15,1,1,5422,572
CP-129,59,97,4306.12,539.24,34,25,151788,574
CQ-129,8,12,698.2,93.2,6,1,23251,575
CR-129,1,1,17.3,0,0,1,993,576
A-128,1,1,230.05,20,1,0,3571,578
B-128,1,1,280.34,12,1,0,7135,579
C-128,1,1,220.56,36.76,1,0,3262,580
G-128,2,4,437.52,72.92,2,0,6908,581
I-128,12,15,2821.1,218.35,10,2,47833,582
J-128,2,2,548.99,72.23,2,0,5243,583
K-128,4,6,831.02,20,2,2,15433,584
L-128,8,15,360.54,26.14,4,4,13011,585
O-128,5,6,888.82,67.12,4,1,22510,587
Q-128,2,3,455.43,10,1,0,4465,588
R-128,1,1,188.55,0,1,0,3559,589
S-128,1,1,120.3,0,0,0,4497,590
V-128,1,3,200.3,5,1,0,31,591
W-128,3,8,371.06,10,1,1,8236,592
X-128,9,9,771.69,43.49,6,0,8725,593
Z-128,5,7,871.06,78.08,4,1,101017,594
AB-128,3,3,636.68,66.72,3,0,8961,595
AC-128,58,76,10110.97,969.84,44,10,197358,596
AD-128,11,18,2054.59,384.21,9,1,33132,597
AE-128,3,5,258.9,0,1,1,7324,598
AF-128,3,4,517.82,56.34,3,0,10782,599
AG-128,1,1,186.95,31.15,1,0,2355,600
AH-128,1,1,185.8,0,0,1,2944,601
AI-128,4,6,310.94,18.15,2,0,12894,602
AJ-128,1,1,203.13,0,0,1,5834,603
AL-128,9,13,1233.16,40.09,4,4,30808,605
AN-128,1,2,15.3,1,1,0,1047,606
AP-128,1,1,180.66,30.11,1,0,3455,607
AU-128,20,34,2079.32,230.97,17,3,56250,608
AV-128,1,3,11.3,0,0,1,831,609
AW-128,120,191,12235.56,1429.08,101,19,349195,610
AY-128,52,66,5610.04,723.34,48,4,164159,611
AZ-128,34,51,3339.4,286.82,19,15,187958,612
BA-128,56,85,5341.34,555.04,38,18,183004,613
BB-128,47,91,4269.75,194.06,19,28,144586,614
BC-128,42,84,4105.44,334.57,21,20,139482,615
BD-128,54,75,4957.79,349.18,34,20,173875,616
BE-128,37,66,3131.31,205.07,16,20,115131,617
BF-128,25,57,2134.78,131.16,10,14,79512,618
BG-128,71,135,6274.96,786.85,52,19,209351,619
BH-128,39,62,3360.53,411.15,27,11,119549,620
